observed_timestamp,RCM-currentspeed_m/s,RCM-direction_deg
2019-05-03 03:56:54+00:00,11.913,20.858
2019-05-03 04:06:54+00:00,10.105,14.925
2019-05-03 04:16:54+00:00,5.666,13.448
2019-05-03 04:26:54+00:00,5.874,9.608
2019-05-03 04:36:54+00:00,9.52,13.145
2019-05-03 04:46:54+00:00,6.901,40.562
2019-05-03 04:56:54+00:00,1.464,96.593
2019-05-03 05:06:54+00:00,1.733,178.909
2019-05-03 05:16:54+00:00,3.228,155.397
2019-05-03 05:26:54+00:00,1.621,171.666
2019-05-03 05:36:54+00:00,2.774,204.146
2019-05-03 05:46:54+00:00,0.678,261.441
2019-05-03 05:56:54+00:00,3.006,146.268
2019-05-03 06:06:54+00:00,0.88,164.78
2019-05-03 06:16:54+00:00,3.3,109.412
2019-05-03 06:26:54+00:00,1.586,101.781
2019-05-03 06:36:54+00:00,3.402,151.032
2019-05-03 06:46:54+00:00,2.266,122.372
2019-05-03 06:56:54+00:00,3.225,136.131
2019-05-03 07:06:54+00:00,2.832,95.165
2019-05-03 07:16:54+00:00,0.969,91.284
2019-05-03 07:26:54+00:00,2.852,139.212
2019-05-03 07:36:54+00:00,2.476,160.568
2019-05-03 07:46:54+00:00,3.803,117.304
2019-05-03 07:56:54+00:00,2.269,150.315
2019-05-03 08:06:54+00:00,1.9,149.581
2019-05-03 08:16:54+00:00,1.959,74.319
2019-05-03 08:26:54+00:00,1.694,123.197
2019-05-03 08:36:54+00:00,4.109,155.456
2019-05-03 08:46:54+00:00,4.586,159.455
2019-05-03 08:56:54+00:00,3.023,166.925
2019-05-03 09:06:54+00:00,3.573,176.752
2019-05-03 09:16:54+00:00,3.363,151.732
2019-05-03 09:26:54+00:00,4.557,175.782
2019-05-03 09:36:54+00:00,3.484,169.007
2019-05-03 09:46:54+00:00,2.958,161.995
2019-05-03 09:56:54+00:00,3.703,161.094
2019-05-03 10:06:54+00:00,1.982,79.496
2019-05-03 10:16:54+00:00,1.398,113.106
2019-05-03 10:26:54+00:00,1.574,62.572
2019-05-03 10:36:54+00:00,1.014,86.312
2019-05-03 10:46:54+00:00,1.782,24.536
2019-05-03 10:56:54+00:00,2.14,20.083
2019-05-03 11:06:54+00:00,2.525,358.046
2019-05-03 11:16:54+00:00,2.065,352.898
2019-05-03 11:26:54+00:00,6.321,355.798
2019-05-03 11:36:54+00:00,5.547,355.488
2019-05-03 11:46:54+00:00,6.252,354.081
2019-05-03 11:56:54+00:00,5.161,343.263
2019-05-03 12:06:54+00:00,5.54,347.641
2019-05-03 12:16:54+00:00,4.082,323.959
2019-05-03 12:26:54+00:00,4.639,327.584
2019-05-03 12:36:54+00:00,4.282,314.82
2019-05-03 12:46:54+00:00,4.283,340.777
2019-05-03 12:56:54+00:00,3.907,339.608
2019-05-03 13:06:54+00:00,4.792,338.69
2019-05-03 13:16:54+00:00,4.88,340.037
2019-05-03 13:26:54+00:00,4.669,344.501
2019-05-03 13:36:54+00:00,0.707,5.129
2019-05-03 13:46:54+00:00,6.639,1.252
2019-05-03 13:56:54+00:00,8.7,349.303
2019-05-03 14:06:54+00:00,13.451,301.563
2019-05-03 14:16:54+00:00,15.678,295.123
2019-05-03 14:26:54+00:00,11.268,316.449
2019-05-03 14:36:54+00:00,8.6,328.511
2019-05-03 14:46:54+00:00,7.291,331.922
2019-05-03 14:56:54+00:00,6.042,350.015
2019-05-03 15:06:54+00:00,8.319,340.902
2019-05-03 15:16:54+00:00,7.957,335.027
2019-05-03 15:26:54+00:00,5.993,336.528
2019-05-03 15:36:54+00:00,6.349,355.92
2019-05-03 15:46:54+00:00,4.859,7.571
2019-05-03 15:56:54+00:00,4.19,1.215
2019-05-03 16:06:54+00:00,4.667,11.422
2019-05-03 16:16:54+00:00,4.16,14.974
2019-05-03 16:26:54+00:00,3.894,34.464
2019-05-03 16:36:54+00:00,3.654,39.474
2019-05-03 16:46:54+00:00,1.353,53.353
2019-05-03 16:56:54+00:00,1.575,321.035
2019-05-03 17:06:54+00:00,2.696,351.273
2019-05-03 17:16:54+00:00,2.985,17.672
2019-05-03 17:26:54+00:00,1.465,26.797
2019-05-03 17:36:54+00:00,3.228,353.917
2019-05-03 17:46:54+00:00,2.286,19.286
2019-05-03 17:56:54+00:00,1.961,1.866
2019-05-03 18:06:54+00:00,0.4,80.354
2019-05-03 18:16:54+00:00,2.937,216.505
2019-05-03 18:26:54+00:00,5.562,232.598
2019-05-03 18:36:54+00:00,6.165,226.394
2019-05-03 18:46:54+00:00,6.81,229.274
2019-05-03 18:56:54+00:00,4.857,239.392
2019-05-03 19:06:54+00:00,3.251,321.377
2019-05-03 19:16:54+00:00,3.929,305.758
2019-05-03 19:26:54+00:00,4.482,312.435
2019-05-03 19:36:54+00:00,4.047,293.83
2019-05-03 19:46:54+00:00,6.423,291.395
2019-05-03 19:56:54+00:00,8.368,300.183
2019-05-03 20:06:54+00:00,5.379,299.085
2019-05-03 20:16:54+00:00,4.15,299.052
2019-05-03 20:26:54+00:00,4.349,324.596
2019-05-03 20:36:54+00:00,0.997,341.435
2019-05-03 20:46:54+00:00,0.972,310.48
2019-05-03 20:56:54+00:00,2.395,227.792
2019-05-03 21:06:54+00:00,3.345,210.503
2019-05-03 21:16:54+00:00,4.894,221.751
2019-05-03 21:26:54+00:00,3.952,231.427
2019-05-03 21:36:54+00:00,8.004,226.304
2019-05-03 21:46:54+00:00,1.837,227.117
2019-05-03 21:56:54+00:00,4.797,223.557
2019-05-03 22:06:54+00:00,5.577,213.065
2019-05-03 22:16:54+00:00,3.152,228.28
2019-05-03 22:26:54+00:00,2.088,228.924
2019-05-03 22:36:54+00:00,1.753,271.712
2019-05-03 22:46:54+00:00,2.833,308.988
2019-05-03 22:56:54+00:00,3.467,266.3
2019-05-03 23:06:54+00:00,5.338,272.258
2019-05-03 23:16:54+00:00,4.711,280.723
2019-05-03 23:26:54+00:00,4.002,329.446
2019-05-03 23:36:54+00:00,5.759,342.366
2019-05-03 23:46:54+00:00,4.598,318.644
2019-05-03 23:56:54+00:00,5.574,322.125
2019-05-04 00:06:54+00:00,6.26,341.948
2019-05-04 00:16:54+00:00,5.635,338.013
2019-05-04 00:26:54+00:00,5.128,335.331
2019-05-04 00:36:54+00:00,6.141,324.971
2019-05-04 00:46:54+00:00,7.718,346.096
2019-05-04 00:56:54+00:00,7.054,338.603
2019-05-04 01:06:54+00:00,7.197,313.444
2019-05-04 01:16:54+00:00,8.463,306.96
2019-05-04 01:26:54+00:00,6.671,308.208
2019-05-04 01:36:54+00:00,6.864,335.313
2019-05-04 01:46:54+00:00,6.514,340.939
2019-05-04 01:56:54+00:00,9.388,311.605
2019-05-04 02:06:54+00:00,11.511,306.995
2019-05-04 02:16:54+00:00,11.766,315.837
2019-05-04 02:26:54+00:00,11.8,314.819
2019-05-04 02:36:54+00:00,15.705,303.282
2019-05-04 02:46:54+00:00,12.206,321.852
2019-05-04 02:56:54+00:00,10.907,352.957
2019-05-04 03:06:54+00:00,13.5,349.913
2019-05-04 03:16:54+00:00,10.507,359.308
2019-05-04 03:26:54+00:00,9.553,12.852
2019-05-04 03:36:54+00:00,10.354,21.537
2019-05-04 03:46:54+00:00,4.658,11.874
2019-05-04 03:56:54+00:00,4.543,347.807
2019-05-04 04:06:54+00:00,6.806,343.002
2019-05-04 04:16:54+00:00,3.523,298.143
2019-05-04 04:26:54+00:00,2.393,297.465
2019-05-04 04:36:54+00:00,2.396,297.173
2019-05-04 04:46:54+00:00,2.854,298.937
2019-05-04 04:56:54+00:00,2.039,319.761
2019-05-04 05:06:54+00:00,2.21,284.926
2019-05-04 05:16:54+00:00,4.406,311.955
2019-05-04 05:26:54+00:00,2.842,294.304
2019-05-04 05:36:54+00:00,3.157,301.414
2019-05-04 05:46:54+00:00,3.265,298.315
2019-05-04 05:56:54+00:00,5.351,296.527
2019-05-04 06:06:54+00:00,3.809,301.112
2019-05-04 06:16:54+00:00,1.305,301.085
2019-05-04 06:26:54+00:00,2.144,257.997
2019-05-04 06:36:54+00:00,2.23,241.202
2019-05-04 06:46:54+00:00,2.382,189.912
2019-05-04 06:56:54+00:00,4.458,190.261
2019-05-04 07:06:54+00:00,4.89,193.098
2019-05-04 07:16:54+00:00,3.808,193.181
2019-05-04 07:26:54+00:00,2.949,202.005
2019-05-04 07:36:54+00:00,4.422,162.499
2019-05-04 07:46:54+00:00,2.606,170.682
2019-05-04 07:56:54+00:00,3.411,150.483
2019-05-04 08:06:54+00:00,5.553,177.984
2019-05-04 08:16:54+00:00,6.097,180.842
2019-05-04 08:26:54+00:00,0.824,210.937
2019-05-04 08:36:54+00:00,1.263,320.962
2019-05-04 08:46:54+00:00,0.798,150.037
2019-05-04 08:56:54+00:00,0.565,31.689
2019-05-04 09:06:54+00:00,2.038,239.774
2019-05-04 09:16:54+00:00,4.244,257.808
2019-05-04 09:26:54+00:00,3.039,193.999
2019-05-04 09:36:54+00:00,5.633,174.614
2019-05-04 09:46:54+00:00,8.02,166.141
2019-05-04 09:56:54+00:00,5.645,184.835
2019-05-04 10:06:54+00:00,5.902,182.702
2019-05-04 10:16:54+00:00,4.74,219.209
2019-05-04 10:26:54+00:00,5.773,206.667
2019-05-04 10:36:54+00:00,5.306,214.752
2019-05-04 10:46:54+00:00,4.085,205.966
2019-05-04 10:56:54+00:00,2.528,184.167
2019-05-04 11:06:54+00:00,2.786,225.316
2019-05-04 11:16:54+00:00,3.376,313.245
2019-05-04 11:26:54+00:00,5.349,287.412
2019-05-04 11:36:54+00:00,4.964,294.175
2019-05-04 11:46:54+00:00,6.096,325.866
2019-05-04 11:56:54+00:00,5.332,314.959
2019-05-04 12:06:54+00:00,5.596,329.815
2019-05-04 12:16:54+00:00,7.363,315.755
2019-05-04 12:26:54+00:00,6.863,326.202
2019-05-04 12:36:54+00:00,6.521,319.603
2019-05-04 12:46:54+00:00,5.996,320.145
2019-05-04 12:56:54+00:00,7.823,325.637
2019-05-04 13:06:54+00:00,10.735,325.953
2019-05-04 13:16:54+00:00,7.791,325.419
2019-05-04 13:26:54+00:00,5.819,307.73
2019-05-04 13:36:54+00:00,5.625,316.605
2019-05-04 13:46:54+00:00,5.524,304.218
2019-05-04 13:56:54+00:00,4.52,290.558
2019-05-04 14:06:54+00:00,7.64,298.605
2019-05-04 14:16:54+00:00,7.199,318.755
2019-05-04 14:26:54+00:00,8.747,319.985
2019-05-04 14:36:54+00:00,9.74,315.469
2019-05-04 14:46:54+00:00,7.523,322.44
2019-05-04 14:56:54+00:00,8.575,313.663
2019-05-04 15:06:54+00:00,10.11,305.899
2019-05-04 15:16:54+00:00,9.941,301.582
2019-05-04 15:26:54+00:00,12.382,299.635
2019-05-04 15:36:54+00:00,10.292,294.039
2019-05-04 15:46:54+00:00,13.767,295.252
2019-05-04 15:56:54+00:00,15.63,297.397
2019-05-04 16:06:54+00:00,12.584,301.48
2019-05-04 16:16:54+00:00,14.631,296.31
2019-05-04 16:26:54+00:00,15.209,297.534
2019-05-04 16:36:54+00:00,11.268,297.01
2019-05-04 16:46:54+00:00,3.434,326.872
2019-05-04 16:56:54+00:00,3.105,33.816
2019-05-04 17:06:54+00:00,4.314,354.767
2019-05-04 17:16:54+00:00,3.942,331.397
2019-05-04 17:26:54+00:00,5.771,31.175
2019-05-04 17:36:54+00:00,7.884,350.241
2019-05-04 17:46:54+00:00,6.502,346.585
2019-05-04 17:56:54+00:00,6.399,341.253
2019-05-04 18:06:54+00:00,5.03,348.479
2019-05-04 18:16:54+00:00,4.725,336.91
2019-05-04 18:26:54+00:00,3.482,280.509
2019-05-04 18:36:54+00:00,1.361,272.431
2019-05-04 18:46:54+00:00,3.069,299.587
2019-05-04 18:56:54+00:00,3.681,276.434
2019-05-04 19:06:54+00:00,3.669,272.302
2019-05-04 19:16:54+00:00,3.182,278.497
2019-05-04 19:26:54+00:00,1.74,269.294
2019-05-04 19:36:54+00:00,1.331,190.128
2019-05-04 19:46:54+00:00,4.283,158.363
2019-05-04 19:56:54+00:00,3.711,182.214
2019-05-04 20:06:54+00:00,8.25,164.069
2019-05-04 20:16:54+00:00,6.381,149.623
2019-05-04 20:26:54+00:00,3.482,123.439
2019-05-04 20:36:54+00:00,0.276,64.633
2019-05-04 20:46:54+00:00,3.012,202.801
2019-05-04 20:56:54+00:00,2.517,264.545
2019-05-04 21:06:54+00:00,2.933,314.743
2019-05-04 21:16:54+00:00,3.758,284.812
2019-05-04 21:26:54+00:00,2.657,290.815
2019-05-04 21:36:54+00:00,3.357,318.729
2019-05-04 21:46:54+00:00,2.717,319.315
2019-05-04 21:56:54+00:00,2.92,302.337
2019-05-04 22:06:54+00:00,3.665,287.103
2019-05-04 22:16:54+00:00,4.313,273.39
2019-05-04 22:26:54+00:00,6.153,266.62
2019-05-04 22:36:54+00:00,5.166,265.231
2019-05-04 22:46:54+00:00,2.678,236.968
2019-05-04 22:56:54+00:00,4.15,217.436
2019-05-04 23:06:54+00:00,4.813,234.562
2019-05-04 23:16:54+00:00,3.198,262.086
2019-05-04 23:26:54+00:00,3.379,244.378
2019-05-04 23:36:54+00:00,3.778,259.088
2019-05-04 23:46:54+00:00,4.215,260.732
2019-05-04 23:56:54+00:00,5.094,262.888
2019-05-05 00:06:54+00:00,4.776,249.216
2019-05-05 00:16:54+00:00,4.7,189.366
2019-05-05 00:26:54+00:00,4.019,225.607
2019-05-05 00:36:54+00:00,3.985,196.586
2019-05-05 00:46:54+00:00,3.85,239.614
2019-05-05 00:56:54+00:00,4.307,206.8
2019-05-05 01:06:54+00:00,4.282,241.904
2019-05-05 01:16:54+00:00,5.615,255.421
2019-05-05 01:26:54+00:00,6.574,268.247
2019-05-05 01:36:54+00:00,2.782,248.488
2019-05-05 01:46:54+00:00,2.482,234.796
2019-05-05 01:56:54+00:00,1.906,268.662
2019-05-05 02:06:54+00:00,1.501,291.324
2019-05-05 02:16:54+00:00,3.303,279.556
2019-05-05 02:26:54+00:00,1.932,279.409
2019-05-05 02:36:54+00:00,4.042,302.66
2019-05-05 02:46:54+00:00,4.4,302.664
2019-05-05 02:56:54+00:00,4.503,310.919
2019-05-05 03:06:54+00:00,5.362,300.461
2019-05-05 03:16:54+00:00,5.375,284.143
2019-05-05 03:26:54+00:00,3.718,242.37
2019-05-05 03:36:54+00:00,5.47,247.282
2019-05-05 03:46:54+00:00,5.511,231.132
2019-05-05 03:56:54+00:00,3.531,248.207
2019-05-05 04:06:54+00:00,3.986,285.266
2019-05-05 04:16:54+00:00,3.426,230.556
2019-05-05 04:26:54+00:00,2.713,327.506
2019-05-05 04:36:54+00:00,5.13,303.059
2019-05-05 04:46:54+00:00,5.928,328.574
2019-05-05 04:56:54+00:00,10.603,345.628
2019-05-05 05:06:54+00:00,4.127,353.152
2019-05-05 05:16:54+00:00,2.294,140.542
2019-05-05 05:26:54+00:00,3.215,168.82
2019-05-05 05:36:54+00:00,2.224,98.067
2019-05-05 05:46:54+00:00,2.039,80.951
2019-05-05 05:56:54+00:00,2.173,15.688
2019-05-05 06:06:54+00:00,3.581,144.367
2019-05-05 06:16:54+00:00,4.431,183.307
2019-05-05 06:26:54+00:00,3.133,184.414
2019-05-05 06:36:54+00:00,4.728,175.16
2019-05-05 06:46:54+00:00,2.297,176.487
2019-05-05 06:56:54+00:00,3.141,182.155
2019-05-05 07:06:54+00:00,5.652,186.075
2019-05-05 07:16:54+00:00,3.282,162.764
2019-05-05 07:26:54+00:00,1.696,264.464
2019-05-05 07:36:54+00:00,2.922,261.013
2019-05-05 07:46:54+00:00,2.215,150.619
2019-05-05 07:56:54+00:00,3.452,158.996
2019-05-05 08:06:54+00:00,5.471,166.118
2019-05-05 08:16:54+00:00,6.246,189.743
2019-05-05 08:26:54+00:00,8.153,171.383
2019-05-05 08:36:54+00:00,4.938,157.866
2019-05-05 08:46:54+00:00,4.612,160.745
2019-05-05 08:56:54+00:00,3.86,190.597
2019-05-05 09:06:54+00:00,3.765,169.242
2019-05-05 09:16:54+00:00,1.061,183.646
2019-05-05 09:26:54+00:00,3.411,285.495
2019-05-05 09:36:54+00:00,4.29,287.913
2019-05-05 09:46:54+00:00,4.713,294.494
2019-05-05 09:56:54+00:00,4.335,302.0
2019-05-05 10:06:54+00:00,5.355,314.398
2019-05-05 10:16:54+00:00,7.565,338.468
2019-05-05 10:26:54+00:00,6.852,355.985
2019-05-05 10:36:54+00:00,10.363,345.603
2019-05-05 10:46:54+00:00,11.223,349.621
2019-05-05 10:56:54+00:00,12.016,344.388
2019-05-05 11:06:54+00:00,9.602,350.539
2019-05-05 11:16:54+00:00,8.112,343.059
2019-05-05 11:26:54+00:00,7.875,341.548
2019-05-05 11:36:54+00:00,7.799,343.024
2019-05-05 11:46:54+00:00,7.845,349.817
2019-05-05 11:56:54+00:00,6.53,337.76
2019-05-05 12:06:54+00:00,6.427,334.354
2019-05-05 12:16:54+00:00,6.423,337.517
2019-05-05 12:26:54+00:00,5.116,308.429
2019-05-05 12:36:54+00:00,7.585,322.215
2019-05-05 12:46:54+00:00,7.953,302.603
2019-05-05 12:56:54+00:00,9.251,295.013
2019-05-05 13:06:54+00:00,9.524,290.919
2019-05-05 13:16:54+00:00,9.981,297.251
2019-05-05 13:26:54+00:00,9.296,295.621
2019-05-05 13:36:54+00:00,10.811,296.931
2019-05-05 13:46:54+00:00,11.825,292.638
2019-05-05 13:56:54+00:00,9.004,286.929
2019-05-05 14:06:54+00:00,7.267,290.396
2019-05-05 14:16:54+00:00,4.835,290.343
2019-05-05 14:26:54+00:00,5.078,304.669
2019-05-05 14:36:54+00:00,6.6,290.654
2019-05-05 14:46:54+00:00,4.626,273.525
2019-05-05 14:56:54+00:00,4.6,266.907
2019-05-05 15:06:54+00:00,3.823,265.639
2019-05-05 15:16:54+00:00,3.369,244.622
2019-05-05 15:26:54+00:00,4.257,312.338
2019-05-05 15:36:54+00:00,3.478,333.855
2019-05-05 15:46:54+00:00,1.573,249.479
2019-05-05 15:56:54+00:00,3.558,294.674
2019-05-05 16:06:54+00:00,3.353,343.802
2019-05-05 16:16:54+00:00,1.312,315.811
2019-05-05 16:26:54+00:00,1.848,263.333
2019-05-05 16:36:54+00:00,2.381,259.099
2019-05-05 16:46:54+00:00,1.805,282.226
2019-05-05 16:56:54+00:00,3.084,294.303
2019-05-05 17:06:54+00:00,3.11,286.639
2019-05-05 17:16:54+00:00,2.703,317.836
2019-05-05 17:26:54+00:00,2.47,334.104
2019-05-05 17:36:54+00:00,0.903,175.52
2019-05-05 17:46:54+00:00,1.904,186.247
2019-05-05 17:56:54+00:00,1.884,176.524
2019-05-05 18:06:54+00:00,1.979,172.282
2019-05-05 18:16:54+00:00,1.405,282.182
2019-05-05 18:26:54+00:00,1.27,195.452
2019-05-05 18:36:54+00:00,3.123,219.87
2019-05-05 18:46:54+00:00,3.134,200.832
2019-05-05 18:56:54+00:00,3.92,215.537
2019-05-05 19:06:54+00:00,4.007,220.265
2019-05-05 19:16:54+00:00,3.656,215.034
2019-05-05 19:26:54+00:00,2.302,175.057
2019-05-05 19:36:54+00:00,3.486,187.386
2019-05-05 19:46:54+00:00,4.019,207.371
2019-05-05 19:56:54+00:00,4.301,186.055
2019-05-05 20:06:54+00:00,3.115,205.482
2019-05-05 20:16:54+00:00,2.666,207.944
2019-05-05 20:26:54+00:00,4.045,176.021
2019-05-05 20:36:54+00:00,2.333,196.256
2019-05-05 20:46:54+00:00,3.422,146.875
2019-05-05 20:56:54+00:00,3.629,151.522
2019-05-05 21:06:54+00:00,4.484,186.152
2019-05-05 21:16:54+00:00,3.933,220.068
2019-05-05 21:26:54+00:00,3.642,291.709
2019-05-05 21:36:54+00:00,2.832,328.147
2019-05-05 21:46:54+00:00,2.054,319.395
2019-05-05 21:56:54+00:00,1.824,302.176
2019-05-05 22:06:54+00:00,1.851,218.954
2019-05-05 22:16:54+00:00,5.113,202.0
2019-05-05 22:26:54+00:00,5.28,217.659
2019-05-05 22:36:54+00:00,4.933,236.126
2019-05-05 22:46:54+00:00,2.614,267.981
2019-05-05 22:56:54+00:00,2.304,260.88
2019-05-05 23:06:54+00:00,1.596,274.905
2019-05-05 23:16:54+00:00,2.466,286.036
2019-05-05 23:26:54+00:00,6.416,292.55
2019-05-05 23:36:54+00:00,4.172,265.868
2019-05-05 23:46:54+00:00,2.467,262.719
2019-05-05 23:56:54+00:00,2.447,275.32
2019-05-06 00:06:54+00:00,3.088,263.475
2019-05-06 00:16:54+00:00,4.354,284.78
2019-05-06 00:26:54+00:00,4.128,280.242
2019-05-06 00:36:54+00:00,5.088,279.769
2019-05-06 00:46:54+00:00,4.792,280.434
2019-05-06 00:56:54+00:00,4.907,296.007
2019-05-06 01:06:54+00:00,4.826,298.942
2019-05-06 01:16:54+00:00,4.467,304.949
2019-05-06 01:26:54+00:00,6.955,300.025
2019-05-06 01:36:54+00:00,4.938,307.896
2019-05-06 01:46:54+00:00,5.423,311.964
2019-05-06 01:56:54+00:00,7.815,314.303
2019-05-06 02:06:54+00:00,12.141,306.18
2019-05-06 02:16:54+00:00,11.277,316.499
2019-05-06 02:26:54+00:00,9.201,308.441
2019-05-06 02:36:54+00:00,7.54,319.069
2019-05-06 02:46:54+00:00,7.909,315.316
2019-05-06 02:56:54+00:00,6.109,348.791
2019-05-06 03:06:54+00:00,4.552,321.652
2019-05-06 03:16:54+00:00,6.723,312.779
2019-05-06 03:26:54+00:00,7.639,306.447
2019-05-06 03:36:54+00:00,6.234,286.115
2019-05-06 03:46:54+00:00,6.237,297.749
2019-05-06 03:56:54+00:00,5.865,310.892
2019-05-06 04:06:54+00:00,3.924,332.235
2019-05-06 04:16:54+00:00,6.786,334.842
2019-05-06 04:26:54+00:00,13.029,15.709
2019-05-06 04:36:54+00:00,11.281,24.377
2019-05-06 04:46:54+00:00,11.146,22.768
2019-05-06 04:56:54+00:00,12.023,358.182
2019-05-06 05:06:54+00:00,14.709,23.606
2019-05-06 05:16:54+00:00,13.997,30.062
2019-05-06 05:26:54+00:00,14.676,29.264
2019-05-06 05:36:54+00:00,13.749,27.931
2019-05-06 05:46:54+00:00,8.503,339.306
2019-05-06 05:56:54+00:00,12.612,353.787
2019-05-06 06:06:54+00:00,14.188,14.694
2019-05-06 06:16:54+00:00,11.25,12.649
2019-05-06 06:26:54+00:00,2.77,18.234
2019-05-06 06:36:54+00:00,0.704,335.572
2019-05-06 06:46:54+00:00,3.046,308.439
2019-05-06 06:56:54+00:00,5.956,331.3
2019-05-06 07:06:54+00:00,6.162,314.89
2019-05-06 07:16:54+00:00,5.31,293.559
2019-05-06 07:26:54+00:00,6.724,299.529
2019-05-06 07:36:54+00:00,5.189,298.921
2019-05-06 07:46:54+00:00,1.248,20.72
2019-05-06 07:56:54+00:00,2.25,309.834
2019-05-06 08:06:54+00:00,0.466,142.732
2019-05-06 08:16:54+00:00,2.372,142.017
2019-05-06 08:26:54+00:00,4.387,147.667
2019-05-06 08:36:54+00:00,0.285,96.096
2019-05-06 08:46:54+00:00,3.933,193.517
2019-05-06 08:56:54+00:00,5.082,175.597
2019-05-06 09:06:54+00:00,4.249,156.687
2019-05-06 09:16:54+00:00,3.801,178.887
2019-05-06 09:26:54+00:00,5.065,170.363
2019-05-06 09:36:54+00:00,5.275,193.161
2019-05-06 09:46:54+00:00,2.997,208.058
