label,observed_timestamp,value
SmartGuard-temp_6m,2019-05-21 23:20:00+00:00,7.010231
SmartGuard-temp_6m,2019-05-21 23:30:00+00:00,6.982658
SmartGuard-temp_6m,2019-05-21 23:40:00+00:00,7.003334
SmartGuard-temp_6m,2019-05-21 23:50:00+00:00,7.116959
SmartGuard-temp_6m,2019-05-22 00:00:00+00:00,7.073944
SmartGuard-temp_6m,2019-05-22 00:10:00+00:00,7.154823
SmartGuard-temp_6m,2019-05-22 00:19:59+00:00,7.259682
SmartGuard-temp_6m,2019-05-22 00:30:00+00:00,7.108368
SmartGuard-temp_6m,2019-05-22 00:40:00+00:00,7.17717
SmartGuard-temp_6m,2019-05-22 00:50:00+00:00,7.388458
SmartGuard-temp_6m,2019-05-22 01:00:00+00:00,7.731033
SmartGuard-temp_6m,2019-05-22 01:10:00+00:00,7.737869
SmartGuard-temp_6m,2019-05-22 01:20:00+00:00,7.577019
SmartGuard-temp_6m,2019-05-22 01:30:00+00:00,7.422768
SmartGuard-temp_6m,2019-05-22 01:40:00+00:00,7.511925
SmartGuard-temp_6m,2019-05-22 01:49:59+00:00,7.403893
SmartGuard-temp_6m,2019-05-22 02:00:00+00:00,7.312927
SmartGuard-temp_6m,2019-05-22 02:10:00+00:00,7.27858
SmartGuard-temp_6m,2019-05-22 02:20:00+00:00,7.427917
SmartGuard-temp_6m,2019-05-22 02:30:00+00:00,7.386749
SmartGuard-temp_6m,2019-05-22 02:40:00+00:00,7.249374
SmartGuard-temp_6m,2019-05-22 02:50:00+00:00,7.106636
SmartGuard-temp_6m,2019-05-22 03:00:00+00:00,7.132462
SmartGuard-temp_6m,2019-05-22 03:10:00+00:00,7.053276
SmartGuard-temp_6m,2019-05-22 03:19:59+00:00,6.968872
SmartGuard-temp_6m,2019-05-22 03:30:00+00:00,7.082542
SmartGuard-temp_6m,2019-05-22 03:40:00+00:00,6.992996
SmartGuard-temp_6m,2019-05-22 03:50:00+00:00,7.172005
SmartGuard-temp_6m,2019-05-22 04:00:00+00:00,7.215004
SmartGuard-temp_6m,2019-05-22 04:10:00+00:00,7.206398
SmartGuard-temp_6m,2019-05-22 04:20:00+00:00,7.199524
SmartGuard-temp_6m,2019-05-22 04:30:00+00:00,7.165131
SmartGuard-temp_6m,2019-05-22 04:40:00+00:00,7.45839
SmartGuard-temp_6m,2019-05-22 04:49:59+00:00,7.45839
SmartGuard-temp_6m,2019-05-22 05:00:00+00:00,7.244217
SmartGuard-temp_6m,2019-05-22 05:10:00+00:00,7.314644
SmartGuard-temp_6m,2019-05-22 05:20:00+00:00,7.299187
SmartGuard-temp_6m,2019-05-22 05:30:00+00:00,7.374733
SmartGuard-temp_6m,2019-05-22 05:40:00+00:00,7.578728
SmartGuard-temp_6m,2019-05-22 05:50:00+00:00,7.436493
SmartGuard-temp_6m,2019-05-22 06:00:00+00:00,7.487915
SmartGuard-temp_6m,2019-05-22 06:10:00+00:00,7.259682
SmartGuard-temp_6m,2019-05-22 06:19:59+00:00,7.376442
SmartGuard-temp_6m,2019-05-22 06:30:00+00:00,7.486206
SmartGuard-temp_6m,2019-05-22 06:40:00+00:00,7.347275
SmartGuard-temp_6m,2019-05-22 06:50:00+00:00,7.017113
SmartGuard-temp_6m,2019-05-22 07:00:00+00:00,6.970596
SmartGuard-temp_6m,2019-05-22 07:10:00+00:00,7.374733
SmartGuard-temp_6m,2019-05-22 07:20:00+00:00,7.354134
SmartGuard-temp_6m,2019-05-22 07:30:00+00:00,7.006775
SmartGuard-temp_6m,2019-05-22 07:40:00+00:00,7.008507
SmartGuard-temp_6m,2019-05-22 07:49:59+00:00,7.211555
SmartGuard-temp_6m,2019-05-22 08:00:00+00:00,7.32666
SmartGuard-temp_6m,2019-05-22 08:10:00+00:00,7.080818
SmartGuard-temp_6m,2019-05-22 08:20:00+00:00,7.163422
SmartGuard-temp_6m,2019-05-22 08:30:00+00:00,7.288887
SmartGuard-temp_6m,2019-05-22 08:40:00+00:00,7.244217
SmartGuard-temp_6m,2019-05-22 08:50:00+00:00,7.024002
SmartGuard-temp_6m,2019-05-22 09:00:00+00:00,7.355843
SmartGuard-temp_6m,2019-05-22 09:10:00+00:00,7.414192
SmartGuard-temp_6m,2019-05-22 09:19:59+00:00,7.474205
SmartGuard-temp_6m,2019-05-22 09:30:00+00:00,7.282013
SmartGuard-temp_6m,2019-05-22 09:40:00+00:00,7.285446
SmartGuard-temp_6m,2019-05-22 09:50:00+00:00,7.254524
SmartGuard-temp_6m,2019-05-22 10:00:00+00:00,7.068779
SmartGuard-temp_6m,2019-05-22 10:10:00+00:00,7.120415
SmartGuard-temp_6m,2019-05-22 10:20:00+00:00,7.053276
SmartGuard-temp_6m,2019-05-22 10:30:00+00:00,7.110085
SmartGuard-temp_6m,2019-05-22 10:40:00+00:00,7.101479
SmartGuard-temp_6m,2019-05-22 10:49:59+00:00,7.070503
SmartGuard-temp_6m,2019-05-22 11:00:00+00:00,7.460503
SmartGuard-temp_6m,2019-05-22 11:10:00+00:00,7.022278
SmartGuard-temp_6m,2019-05-22 11:20:00+00:00,7.110085
SmartGuard-temp_6m,2019-05-22 11:30:00+00:00,7.101479
SmartGuard-temp_6m,2019-05-22 11:40:00+00:00,7.415901
SmartGuard-temp_6m,2019-05-22 11:50:00+00:00,7.094597
SmartGuard-temp_6m,2019-05-22 12:00:00+00:00,7.237335
SmartGuard-temp_6m,2019-05-22 12:10:00+00:00,7.141052
SmartGuard-temp_6m,2019-05-22 12:19:59+00:00,7.275139
SmartGuard-temp_6m,2019-05-22 12:30:00+00:00,7.199524
SmartGuard-temp_6m,2019-05-22 12:40:00+00:00,7.201248
SmartGuard-temp_6m,2019-05-22 12:50:00+00:00,7.31636
SmartGuard-temp_6m,2019-05-22 13:00:00+00:00,7.202965
SmartGuard-temp_6m,2019-05-22 13:10:00+00:00,7.359276
SmartGuard-temp_6m,2019-05-22 13:20:00+00:00,7.679718
SmartGuard-temp_6m,2019-05-22 13:30:00+00:00,7.463928
SmartGuard-temp_6m,2019-05-22 13:40:00+00:00,7.433052
SmartGuard-temp_6m,2019-05-22 13:49:59+00:00,7.472496
SmartGuard-temp_6m,2019-05-22 14:00:00+00:00,7.470787
SmartGuard-temp_6m,2019-05-22 14:10:00+00:00,8.162697
SmartGuard-temp_6m,2019-05-22 14:20:00+00:00,8.203545
SmartGuard-temp_6m,2019-05-22 14:30:00+00:00,7.886505
SmartGuard-temp_6m,2019-05-22 14:40:00+00:00,8.135445
SmartGuard-temp_6m,2019-05-22 14:50:00+00:00,8.331108
SmartGuard-temp_6m,2019-05-22 15:00:00+00:00,8.453415
SmartGuard-temp_6m,2019-05-22 15:10:00+00:00,8.21376
SmartGuard-temp_6m,2019-05-22 15:19:59+00:00,8.366791
SmartGuard-temp_6m,2019-05-22 15:30:00+00:00,8.472092
SmartGuard-temp_6m,2019-05-22 15:40:00+00:00,8.511108
SmartGuard-temp_6m,2019-05-22 15:50:00+00:00,8.865135
SmartGuard-temp_6m,2019-05-22 16:00:00+00:00,8.439827
SmartGuard-temp_6m,2019-05-22 16:10:00+00:00,8.65863
SmartGuard-temp_6m,2019-05-22 16:20:00+00:00,8.376991
SmartGuard-temp_6m,2019-05-22 16:30:00+00:00,8.239281
SmartGuard-temp_6m,2019-05-22 16:40:00+00:00,8.011047
SmartGuard-temp_6m,2019-05-22 16:49:59+00:00,8.164383
SmartGuard-temp_6m,2019-05-22 17:00:00+00:00,8.086052
SmartGuard-temp_6m,2019-05-22 17:10:00+00:00,7.872856
SmartGuard-temp_6m,2019-05-22 17:20:00+00:00,7.669456
SmartGuard-temp_6m,2019-05-22 17:30:00+00:00,7.448494
SmartGuard-temp_6m,2019-05-22 17:40:00+00:00,7.881386
SmartGuard-temp_6m,2019-05-22 17:50:00+00:00,7.660904
SmartGuard-temp_6m,2019-05-22 18:00:00+00:00,7.539337
SmartGuard-temp_6m,2019-05-22 18:10:00+00:00,7.354134
SmartGuard-temp_6m,2019-05-22 18:19:59+00:00,7.280296
SmartGuard-temp_6m,2019-05-22 18:30:00+00:00,7.30777
SmartGuard-temp_6m,2019-05-22 18:40:00+00:00,7.211555
SmartGuard-temp_6m,2019-05-22 18:50:00+00:00,7.213272
SmartGuard-temp_6m,2019-05-22 19:00:00+00:00,7.232178
SmartGuard-temp_6m,2019-05-22 19:10:00+00:00,7.221878
SmartGuard-temp_6m,2019-05-22 19:20:00+00:00,7.21843
SmartGuard-temp_6m,2019-05-22 19:30:00+00:00,7.184052
SmartGuard-temp_6m,2019-05-22 19:40:00+00:00,7.197807
SmartGuard-temp_6m,2019-05-22 19:49:59+00:00,7.154823
SmartGuard-temp_6m,2019-05-22 20:00:00+00:00,7.202965
SmartGuard-temp_6m,2019-05-22 20:10:00+00:00,7.108368
SmartGuard-temp_6m,2019-05-22 20:20:00+00:00,7.079109
SmartGuard-temp_6m,2019-05-22 20:30:00+00:00,7.12558
SmartGuard-temp_6m,2019-05-22 20:40:00+00:00,7.15654
SmartGuard-temp_6m,2019-05-22 20:50:00+00:00,7.058441
SmartGuard-temp_6m,2019-05-22 21:00:00+00:00,7.166862
SmartGuard-temp_6m,2019-05-22 21:10:00+00:00,7.056717
SmartGuard-temp_6m,2019-05-22 21:19:59+00:00,7.056717
SmartGuard-temp_6m,2019-05-22 21:30:00+00:00,7.044662
SmartGuard-temp_6m,2019-05-22 21:40:00+00:00,7.077385
SmartGuard-temp_6m,2019-05-22 21:50:00+00:00,7.027451
SmartGuard-temp_6m,2019-05-22 22:00:00+00:00,7.01194
SmartGuard-temp_6m,2019-05-22 22:10:00+00:00,6.949905
SmartGuard-temp_6m,2019-05-22 22:20:00+00:00,7.024002
SmartGuard-temp_6m,2019-05-22 22:30:00+00:00,6.958534
SmartGuard-temp_6m,2019-05-22 22:40:00+00:00,6.95681
SmartGuard-temp_6m,2019-05-22 22:49:59+00:00,7.036064
SmartGuard-temp_6m,2019-05-22 23:00:00+00:00,7.073944
SmartGuard-temp_6m,2019-05-22 23:10:00+00:00,6.992996
SmartGuard-temp_6m,2019-05-22 23:20:00+00:00,6.896461
SmartGuard-temp_6m,2019-05-22 23:30:00+00:00,6.965424
SmartGuard-temp_6m,2019-05-22 23:40:00+00:00,6.899918
SmartGuard-temp_6m,2019-05-22 23:50:00+00:00,7.003334
SmartGuard-temp_6m,2019-05-23 00:00:00+00:00,6.965424
SmartGuard-temp_6m,2019-05-23 00:10:00+00:00,7.010231
SmartGuard-temp_6m,2019-05-23 00:19:59+00:00,7.113525
SmartGuard-temp_6m,2019-05-23 00:30:00+00:00,7.022278
SmartGuard-temp_6m,2019-05-23 00:40:00+00:00,6.974045
SmartGuard-temp_6m,2019-05-23 00:50:00+00:00,6.999886
SmartGuard-temp_6m,2019-05-23 01:00:00+00:00,6.960266
SmartGuard-temp_6m,2019-05-23 01:10:00+00:00,6.946472
SmartGuard-temp_6m,2019-05-23 01:20:00+00:00,6.980942
SmartGuard-temp_6m,2019-05-23 01:30:00+00:00,7.056717
SmartGuard-temp_6m,2019-05-23 01:40:00+00:00,6.960266
SmartGuard-temp_6m,2019-05-23 01:49:59+00:00,7.232178
SmartGuard-temp_6m,2019-05-23 02:00:00+00:00,7.185768
SmartGuard-temp_6m,2019-05-23 02:10:00+00:00,6.984383
SmartGuard-temp_6m,2019-05-23 02:20:00+00:00,7.161697
SmartGuard-temp_6m,2019-05-23 02:30:00+00:00,6.97921
SmartGuard-temp_6m,2019-05-23 02:40:00+00:00,7.099754
SmartGuard-temp_6m,2019-05-23 02:50:00+00:00,7.032616
SmartGuard-temp_6m,2019-05-23 03:00:00+00:00,7.018837
SmartGuard-temp_6m,2019-05-23 03:10:00+00:00,6.970596
SmartGuard-temp_6m,2019-05-23 03:19:59+00:00,6.927498
SmartGuard-temp_6m,2019-05-23 03:30:00+00:00,6.896461
SmartGuard-temp_6m,2019-05-23 03:40:00+00:00,6.889565
SmartGuard-temp_6m,2019-05-23 03:50:00+00:00,6.81192
SmartGuard-temp_6m,2019-05-23 04:00:00+00:00,6.839531
SmartGuard-temp_6m,2019-05-23 04:10:00+00:00,6.872314
SmartGuard-temp_6m,2019-05-23 04:20:00+00:00,6.936119
SmartGuard-temp_6m,2019-05-23 04:30:00+00:00,6.924049
SmartGuard-temp_6m,2019-05-23 04:40:00+00:00,6.903358
SmartGuard-temp_6m,2019-05-23 04:49:59+00:00,6.946472
SmartGuard-temp_6m,2019-05-23 05:00:00+00:00,6.930954
SmartGuard-temp_6m,2019-05-23 05:10:00+00:00,6.927498
SmartGuard-temp_6m,2019-05-23 05:20:00+00:00,6.899918
SmartGuard-temp_6m,2019-05-23 05:30:00+00:00,6.879219
SmartGuard-temp_6m,2019-05-23 05:40:00+00:00,6.815369
SmartGuard-temp_6m,2019-05-23 05:50:00+00:00,6.817101
SmartGuard-temp_6m,2019-05-23 06:00:00+00:00,6.941299
SmartGuard-temp_6m,2019-05-23 06:10:00+00:00,6.939575
SmartGuard-temp_6m,2019-05-23 06:19:59+00:00,7.017113
SmartGuard-temp_6m,2019-05-23 06:30:00+00:00,7.008507
SmartGuard-temp_6m,2019-05-23 06:40:00+00:00,7.106636
SmartGuard-temp_6m,2019-05-23 06:50:00+00:00,7.338692
SmartGuard-temp_6m,2019-05-23 07:00:00+00:00,7.426193
SmartGuard-temp_6m,2019-05-23 07:10:00+00:00,7.547905
SmartGuard-temp_6m,2019-05-23 07:20:00+00:00,8.229065
SmartGuard-temp_6m,2019-05-23 07:30:00+00:00,7.252808
SmartGuard-temp_6m,2019-05-23 07:40:00+00:00,7.008507
SmartGuard-temp_6m,2019-05-23 07:49:59+00:00,7.78231
SmartGuard-temp_6m,2019-05-23 08:00:00+00:00,7.848938
SmartGuard-temp_6m,2019-05-23 08:10:00+00:00,7.436493
SmartGuard-temp_6m,2019-05-23 08:20:00+00:00,7.324951
SmartGuard-temp_6m,2019-05-23 08:30:00+00:00,7.216721
SmartGuard-temp_6m,2019-05-23 08:40:00+00:00,7.770348
SmartGuard-temp_6m,2019-05-23 08:50:00+00:00,7.357567
SmartGuard-temp_6m,2019-05-23 09:00:00+00:00,7.309494
SmartGuard-temp_6m,2019-05-23 09:10:00+00:00,7.511925
SmartGuard-temp_6m,2019-05-23 09:19:59+00:00,7.626671
SmartGuard-temp_6m,2019-05-23 09:30:00+00:00,7.395309
SmartGuard-temp_6m,2019-05-23 09:40:00+00:00,7.45192
SmartGuard-temp_6m,2019-05-23 09:50:00+00:00,7.527344
SmartGuard-temp_6m,2019-05-23 10:00:00+00:00,7.648926
SmartGuard-temp_6m,2019-05-23 10:10:00+00:00,7.424484
SmartGuard-temp_6m,2019-05-23 10:20:00+00:00,7.513641
SmartGuard-temp_6m,2019-05-23 10:30:00+00:00,7.55242
SmartGuard-temp_6m,2019-05-23 10:40:00+00:00,7.655762
SmartGuard-temp_6m,2019-05-23 10:49:59+00:00,7.744705
SmartGuard-temp_6m,2019-05-23 11:00:00+00:00,7.790863
SmartGuard-temp_6m,2019-05-23 11:10:00+00:00,7.362709
SmartGuard-temp_6m,2019-05-23 11:20:00+00:00,6.986099
SmartGuard-temp_6m,2019-05-23 11:30:00+00:00,7.252808
SmartGuard-temp_6m,2019-05-23 11:40:00+00:00,7.184052
SmartGuard-temp_6m,2019-05-23 11:50:00+00:00,6.99128
SmartGuard-temp_6m,2019-05-23 12:00:00+00:00,6.874031
SmartGuard-temp_6m,2019-05-23 12:10:00+00:00,6.963699
SmartGuard-temp_6m,2019-05-23 12:19:59+00:00,6.899918
SmartGuard-temp_6m,2019-05-23 12:30:00+00:00,7.251091
SmartGuard-temp_6m,2019-05-23 12:40:00+00:00,7.486206
SmartGuard-temp_6m,2019-05-23 12:50:00+00:00,7.541046
SmartGuard-temp_6m,2019-05-23 13:00:00+00:00,7.304352
SmartGuard-temp_6m,2019-05-23 13:10:00+00:00,7.352417
SmartGuard-temp_6m,2019-05-23 13:20:00+00:00,7.092873
SmartGuard-temp_6m,2019-05-23 13:30:00+00:00,7.185768
SmartGuard-temp_6m,2019-05-23 13:40:00+00:00,7.364433
SmartGuard-temp_6m,2019-05-23 13:49:59+00:00,7.335258
SmartGuard-temp_6m,2019-05-23 14:00:00+00:00,6.998161
SmartGuard-temp_6m,2019-05-23 14:10:00+00:00,7.655762
SmartGuard-temp_6m,2019-05-23 14:20:00+00:00,7.27343
SmartGuard-temp_6m,2019-05-23 14:30:00+00:00,6.999886
SmartGuard-temp_6m,2019-05-23 14:40:00+00:00,7.132462
SmartGuard-temp_6m,2019-05-23 14:50:00+00:00,7.202965
SmartGuard-temp_6m,2019-05-23 15:00:00+00:00,7.018837
SmartGuard-temp_6m,2019-05-23 15:10:00+00:00,6.992996
SmartGuard-temp_6m,2019-05-23 15:19:59+00:00,7.168579
SmartGuard-temp_6m,2019-05-23 15:30:00+00:00,7.104927
SmartGuard-temp_6m,2019-05-23 15:40:00+00:00,6.967148
SmartGuard-temp_6m,2019-05-23 15:50:00+00:00,7.27858
SmartGuard-temp_6m,2019-05-23 16:00:00+00:00,7.498207
SmartGuard-temp_6m,2019-05-23 16:10:00+00:00,7.223587
SmartGuard-temp_6m,2019-05-23 16:20:00+00:00,7.501633
SmartGuard-temp_6m,2019-05-23 16:30:00+00:00,7.182335
SmartGuard-temp_6m,2019-05-23 16:40:00+00:00,7.357567
SmartGuard-temp_6m,2019-05-23 16:49:59+00:00,7.527344
SmartGuard-temp_6m,2019-05-23 17:00:00+00:00,7.686554
SmartGuard-temp_6m,2019-05-23 17:10:00+00:00,7.686554
SmartGuard-temp_6m,2019-05-23 17:20:00+00:00,7.731033
SmartGuard-temp_6m,2019-05-23 17:30:00+00:00,7.860901
SmartGuard-temp_6m,2019-05-23 17:40:00+00:00,8.145668
SmartGuard-temp_6m,2019-05-23 17:50:00+00:00,8.03492
SmartGuard-temp_6m,2019-05-23 18:00:00+00:00,7.72419
SmartGuard-temp_6m,2019-05-23 18:10:00+00:00,7.744705
SmartGuard-temp_6m,2019-05-23 18:19:59+00:00,7.93231
SmartGuard-temp_6m,2019-05-23 18:30:00+00:00,7.707077
SmartGuard-temp_6m,2019-05-23 18:40:00+00:00,7.729324
SmartGuard-temp_6m,2019-05-23 18:50:00+00:00,7.775467
SmartGuard-temp_6m,2019-05-23 19:00:00+00:00,7.854065
SmartGuard-temp_6m,2019-05-23 19:10:00+00:00,7.877968
SmartGuard-temp_6m,2019-05-23 19:20:00+00:00,7.876251
SmartGuard-temp_6m,2019-05-23 19:30:00+00:00,7.995712
SmartGuard-temp_6m,2019-05-23 19:40:00+00:00,7.590721
SmartGuard-temp_6m,2019-05-23 19:49:59+00:00,8.210358
SmartGuard-temp_6m,2019-05-23 20:00:00+00:00,7.987183
SmartGuard-temp_6m,2019-05-23 20:10:00+00:00,7.487915
SmartGuard-temp_6m,2019-05-23 20:20:00+00:00,7.975243
SmartGuard-temp_6m,2019-05-23 20:30:00+00:00,7.973526
SmartGuard-temp_6m,2019-05-23 20:40:00+00:00,7.854065
SmartGuard-temp_6m,2019-05-23 20:50:00+00:00,7.713928
SmartGuard-temp_6m,2019-05-23 21:00:00+00:00,7.481064
SmartGuard-temp_6m,2019-05-23 21:10:00+00:00,7.45192
SmartGuard-temp_6m,2019-05-23 21:19:59+00:00,7.862602
SmartGuard-temp_6m,2019-05-23 21:30:00+00:00,7.580444
SmartGuard-temp_6m,2019-05-23 21:40:00+00:00,7.549614
SmartGuard-temp_6m,2019-05-23 21:50:00+00:00,7.684853
SmartGuard-temp_6m,2019-05-23 22:00:00+00:00,7.498207
SmartGuard-temp_6m,2019-05-23 22:10:00+00:00,7.597557
SmartGuard-temp_6m,2019-05-23 22:20:00+00:00,7.698532
SmartGuard-temp_6m,2019-05-23 22:30:00+00:00,7.884796
SmartGuard-temp_6m,2019-05-23 22:40:00+00:00,7.746414
SmartGuard-temp_6m,2019-05-23 22:49:59+00:00,7.479347
SmartGuard-temp_6m,2019-05-23 23:00:00+00:00,7.558182
SmartGuard-temp_6m,2019-05-23 23:10:00+00:00,7.280296
SmartGuard-temp_6m,2019-05-23 23:20:00+00:00,7.400459
SmartGuard-temp_6m,2019-05-23 23:30:00+00:00,7.585579
SmartGuard-temp_6m,2019-05-23 23:40:00+00:00,7.961601
SmartGuard-temp_6m,2019-05-23 23:50:00+00:00,8.373589
SmartGuard-temp_6m,2019-05-24 00:00:00+00:00,8.387177
SmartGuard-temp_6m,2019-05-24 00:10:00+00:00,8.261398
SmartGuard-temp_6m,2019-05-24 00:19:59+00:00,7.912102
SmartGuard-temp_6m,2019-05-24 00:30:00+00:00,7.61534
SmartGuard-temp_6m,2019-05-24 00:40:00+00:00,7.623245
SmartGuard-temp_6m,2019-05-24 00:50:00+00:00,7.802811
SmartGuard-temp_6m,2019-05-24 01:00:00+00:00,8.138855
SmartGuard-temp_6m,2019-05-24 01:10:00+00:00,8.244385
SmartGuard-temp_6m,2019-05-24 01:20:00+00:00,8.215462
SmartGuard-temp_6m,2019-05-24 01:30:00+00:00,7.90358
SmartGuard-temp_6m,2019-05-24 01:40:00+00:00,8.217155
SmartGuard-temp_6m,2019-05-24 01:49:59+00:00,7.869423
SmartGuard-temp_6m,2019-05-24 02:00:00+00:00,7.807945
SmartGuard-temp_6m,2019-05-24 02:10:00+00:00,8.128632
SmartGuard-temp_6m,2019-05-24 02:20:00+00:00,7.806236
SmartGuard-temp_6m,2019-05-24 02:30:00+00:00,7.896751
SmartGuard-temp_6m,2019-05-24 02:40:00+00:00,8.497536
SmartGuard-temp_6m,2019-05-24 02:50:00+00:00,8.20015
SmartGuard-temp_6m,2019-05-24 03:00:00+00:00,8.028107
SmartGuard-temp_6m,2019-05-24 03:10:00+00:00,7.838692
SmartGuard-temp_6m,2019-05-24 03:19:59+00:00,7.94222
