label,observed_timestamp,value
SmartGuard-temp_12m,2019-05-21 14:20:00+00:00,7.101418
SmartGuard-temp_12m,2019-05-21 14:30:00+00:00,7.26903
SmartGuard-temp_12m,2019-05-21 14:40:00+00:00,7.224525
SmartGuard-temp_12m,2019-05-21 14:50:00+00:00,7.147642
SmartGuard-temp_12m,2019-05-21 15:00:00+00:00,7.208696
SmartGuard-temp_12m,2019-05-21 15:10:00+00:00,7.286064
SmartGuard-temp_12m,2019-05-21 15:19:59+00:00,7.265665
SmartGuard-temp_12m,2019-05-21 15:30:00+00:00,7.212387
SmartGuard-temp_12m,2019-05-21 15:40:00+00:00,7.336618
SmartGuard-temp_12m,2019-05-21 15:50:00+00:00,7.364813
SmartGuard-temp_12m,2019-05-21 16:00:00+00:00,7.217546
SmartGuard-temp_12m,2019-05-21 16:10:00+00:00,7.215977
SmartGuard-temp_12m,2019-05-21 16:20:00+00:00,7.210922
SmartGuard-temp_12m,2019-05-21 16:30:00+00:00,7.209999
SmartGuard-temp_12m,2019-05-21 16:40:00+00:00,7.201012
SmartGuard-temp_12m,2019-05-21 16:49:59+00:00,7.203707
SmartGuard-temp_12m,2019-05-21 17:00:00+00:00,7.135735
SmartGuard-temp_12m,2019-05-21 17:10:00+00:00,7.185946
SmartGuard-temp_12m,2019-05-21 17:20:00+00:00,7.137733
SmartGuard-temp_12m,2019-05-21 17:30:00+00:00,7.085789
SmartGuard-temp_12m,2019-05-21 17:40:00+00:00,7.074123
SmartGuard-temp_12m,2019-05-21 17:50:00+00:00,7.109783
SmartGuard-temp_12m,2019-05-21 18:00:00+00:00,7.194485
SmartGuard-temp_12m,2019-05-21 18:10:00+00:00,6.972334
SmartGuard-temp_12m,2019-05-21 18:19:59+00:00,6.972466
SmartGuard-temp_12m,2019-05-21 18:30:00+00:00,7.130964
SmartGuard-temp_12m,2019-05-21 18:40:00+00:00,6.965153
SmartGuard-temp_12m,2019-05-21 18:50:00+00:00,6.989613
SmartGuard-temp_12m,2019-05-21 19:00:00+00:00,7.027739
SmartGuard-temp_12m,2019-05-21 19:10:00+00:00,7.221296
SmartGuard-temp_12m,2019-05-21 19:20:00+00:00,7.199612
SmartGuard-temp_12m,2019-05-21 19:30:00+00:00,7.109835
SmartGuard-temp_12m,2019-05-21 19:40:00+00:00,7.157795
SmartGuard-temp_12m,2019-05-21 19:49:59+00:00,7.086975
SmartGuard-temp_12m,2019-05-21 20:00:00+00:00,7.062864
SmartGuard-temp_12m,2019-05-21 20:10:00+00:00,7.060612
SmartGuard-temp_12m,2019-05-21 20:20:00+00:00,7.190014
SmartGuard-temp_12m,2019-05-21 20:30:00+00:00,7.174471
SmartGuard-temp_12m,2019-05-21 20:40:00+00:00,7.166502
SmartGuard-temp_12m,2019-05-21 20:50:00+00:00,6.963243
SmartGuard-temp_12m,2019-05-21 21:00:00+00:00,6.87314
SmartGuard-temp_12m,2019-05-21 21:10:00+00:00,6.954815
SmartGuard-temp_12m,2019-05-21 21:19:59+00:00,6.934004
SmartGuard-temp_12m,2019-05-21 21:30:00+00:00,7.031061
SmartGuard-temp_12m,2019-05-21 21:40:00+00:00,7.037563
SmartGuard-temp_12m,2019-05-21 21:50:00+00:00,6.98984
SmartGuard-temp_12m,2019-05-21 22:00:00+00:00,6.934402
SmartGuard-temp_12m,2019-05-21 22:10:00+00:00,7.06222
SmartGuard-temp_12m,2019-05-21 22:20:00+00:00,7.042576
SmartGuard-temp_12m,2019-05-21 22:30:00+00:00,7.102064
SmartGuard-temp_12m,2019-05-21 22:40:00+00:00,7.104527
SmartGuard-temp_12m,2019-05-21 22:49:59+00:00,7.015331
SmartGuard-temp_12m,2019-05-21 23:00:00+00:00,7.06579
SmartGuard-temp_12m,2019-05-21 23:10:00+00:00,6.966684
SmartGuard-temp_12m,2019-05-21 23:20:00+00:00,6.978888
SmartGuard-temp_12m,2019-05-21 23:30:00+00:00,6.995436
SmartGuard-temp_12m,2019-05-21 23:40:00+00:00,7.083899
SmartGuard-temp_12m,2019-05-21 23:50:00+00:00,7.076782
SmartGuard-temp_12m,2019-05-22 00:00:00+00:00,7.170092
SmartGuard-temp_12m,2019-05-22 00:10:00+00:00,7.219374
SmartGuard-temp_12m,2019-05-22 00:19:59+00:00,7.287376
SmartGuard-temp_12m,2019-05-22 00:30:00+00:00,6.908882
SmartGuard-temp_12m,2019-05-22 00:40:00+00:00,7.256117
SmartGuard-temp_12m,2019-05-22 00:50:00+00:00,7.082718
SmartGuard-temp_12m,2019-05-22 01:00:00+00:00,7.192482
SmartGuard-temp_12m,2019-05-22 01:10:00+00:00,7.112425
SmartGuard-temp_12m,2019-05-22 01:20:00+00:00,7.063021
SmartGuard-temp_12m,2019-05-22 01:30:00+00:00,7.004683
SmartGuard-temp_12m,2019-05-22 01:40:00+00:00,6.929159
SmartGuard-temp_12m,2019-05-22 01:49:59+00:00,6.905148
SmartGuard-temp_12m,2019-05-22 02:00:00+00:00,6.959076
SmartGuard-temp_12m,2019-05-22 02:10:00+00:00,6.948994
SmartGuard-temp_12m,2019-05-22 02:20:00+00:00,7.039209
SmartGuard-temp_12m,2019-05-22 02:30:00+00:00,7.026939
SmartGuard-temp_12m,2019-05-22 02:40:00+00:00,6.81492
SmartGuard-temp_12m,2019-05-22 02:50:00+00:00,6.828167
SmartGuard-temp_12m,2019-05-22 03:00:00+00:00,6.933208
SmartGuard-temp_12m,2019-05-22 03:10:00+00:00,6.770803
SmartGuard-temp_12m,2019-05-22 03:19:59+00:00,6.767473
SmartGuard-temp_12m,2019-05-22 03:30:00+00:00,6.767004
SmartGuard-temp_12m,2019-05-22 03:40:00+00:00,6.802893
SmartGuard-temp_12m,2019-05-22 03:50:00+00:00,6.76729
SmartGuard-temp_12m,2019-05-22 04:00:00+00:00,6.873871
SmartGuard-temp_12m,2019-05-22 04:10:00+00:00,7.086611
SmartGuard-temp_12m,2019-05-22 04:20:00+00:00,7.05685
SmartGuard-temp_12m,2019-05-22 04:30:00+00:00,7.026369
SmartGuard-temp_12m,2019-05-22 04:40:00+00:00,7.116175
SmartGuard-temp_12m,2019-05-22 04:49:59+00:00,7.148888
SmartGuard-temp_12m,2019-05-22 05:00:00+00:00,7.171293
SmartGuard-temp_12m,2019-05-22 05:10:00+00:00,7.193251
SmartGuard-temp_12m,2019-05-22 05:20:00+00:00,7.097286
SmartGuard-temp_12m,2019-05-22 05:30:00+00:00,7.099104
SmartGuard-temp_12m,2019-05-22 05:40:00+00:00,6.948465
SmartGuard-temp_12m,2019-05-22 05:50:00+00:00,6.845074
SmartGuard-temp_12m,2019-05-22 06:00:00+00:00,6.830126
SmartGuard-temp_12m,2019-05-22 06:10:00+00:00,7.187548
SmartGuard-temp_12m,2019-05-22 06:19:59+00:00,6.935329
SmartGuard-temp_12m,2019-05-22 06:30:00+00:00,6.975203
SmartGuard-temp_12m,2019-05-22 06:40:00+00:00,7.064039
SmartGuard-temp_12m,2019-05-22 06:50:00+00:00,7.085581
SmartGuard-temp_12m,2019-05-22 07:00:00+00:00,6.949558
SmartGuard-temp_12m,2019-05-22 07:10:00+00:00,6.903862
SmartGuard-temp_12m,2019-05-22 07:20:00+00:00,6.907177
SmartGuard-temp_12m,2019-05-22 07:30:00+00:00,6.982594
SmartGuard-temp_12m,2019-05-22 07:40:00+00:00,7.023043
SmartGuard-temp_12m,2019-05-22 07:49:59+00:00,7.031496
SmartGuard-temp_12m,2019-05-22 08:00:00+00:00,7.377611
SmartGuard-temp_12m,2019-05-22 08:10:00+00:00,7.146637
SmartGuard-temp_12m,2019-05-22 08:20:00+00:00,7.33433
SmartGuard-temp_12m,2019-05-22 08:30:00+00:00,7.360628
SmartGuard-temp_12m,2019-05-22 08:40:00+00:00,7.150045
SmartGuard-temp_12m,2019-05-22 08:50:00+00:00,7.145302
SmartGuard-temp_12m,2019-05-22 09:00:00+00:00,7.070459
SmartGuard-temp_12m,2019-05-22 09:10:00+00:00,7.05508
SmartGuard-temp_12m,2019-05-22 09:19:59+00:00,7.014761
SmartGuard-temp_12m,2019-05-22 09:30:00+00:00,7.019581
SmartGuard-temp_12m,2019-05-22 09:40:00+00:00,7.01426
SmartGuard-temp_12m,2019-05-22 09:50:00+00:00,7.008024
SmartGuard-temp_12m,2019-05-22 10:00:00+00:00,7.006161
SmartGuard-temp_12m,2019-05-22 10:10:00+00:00,7.006687
SmartGuard-temp_12m,2019-05-22 10:20:00+00:00,6.987217
SmartGuard-temp_12m,2019-05-22 10:30:00+00:00,6.967937
SmartGuard-temp_12m,2019-05-22 10:40:00+00:00,7.009726
SmartGuard-temp_12m,2019-05-22 10:49:59+00:00,7.092033
SmartGuard-temp_12m,2019-05-22 11:00:00+00:00,7.053083
SmartGuard-temp_12m,2019-05-22 11:10:00+00:00,7.284048
SmartGuard-temp_12m,2019-05-22 11:20:00+00:00,7.256388
SmartGuard-temp_12m,2019-05-22 11:30:00+00:00,7.181248
SmartGuard-temp_12m,2019-05-22 11:40:00+00:00,7.128756
SmartGuard-temp_12m,2019-05-22 11:50:00+00:00,7.114672
SmartGuard-temp_12m,2019-05-22 12:00:00+00:00,7.175524
SmartGuard-temp_12m,2019-05-22 12:10:00+00:00,7.185236
SmartGuard-temp_12m,2019-05-22 12:19:59+00:00,7.164867
SmartGuard-temp_12m,2019-05-22 12:30:00+00:00,7.124763
SmartGuard-temp_12m,2019-05-22 12:40:00+00:00,7.091879
SmartGuard-temp_12m,2019-05-22 12:50:00+00:00,7.083261
SmartGuard-temp_12m,2019-05-22 13:00:00+00:00,7.155537
SmartGuard-temp_12m,2019-05-22 13:10:00+00:00,7.093307
SmartGuard-temp_12m,2019-05-22 13:20:00+00:00,7.088161
SmartGuard-temp_12m,2019-05-22 13:30:00+00:00,7.273746
SmartGuard-temp_12m,2019-05-22 13:40:00+00:00,7.098679
SmartGuard-temp_12m,2019-05-22 13:49:59+00:00,7.423679
SmartGuard-temp_12m,2019-05-22 14:00:00+00:00,7.209871
SmartGuard-temp_12m,2019-05-22 14:10:00+00:00,7.137779
SmartGuard-temp_12m,2019-05-22 14:20:00+00:00,7.157167
SmartGuard-temp_12m,2019-05-22 14:30:00+00:00,7.128023
SmartGuard-temp_12m,2019-05-22 14:40:00+00:00,7.469419
SmartGuard-temp_12m,2019-05-22 14:50:00+00:00,7.425793
SmartGuard-temp_12m,2019-05-22 15:00:00+00:00,7.117496
SmartGuard-temp_12m,2019-05-22 15:10:00+00:00,7.462673
SmartGuard-temp_12m,2019-05-22 15:19:59+00:00,7.558136
SmartGuard-temp_12m,2019-05-22 15:30:00+00:00,7.561596
SmartGuard-temp_12m,2019-05-22 15:40:00+00:00,7.331627
SmartGuard-temp_12m,2019-05-22 15:50:00+00:00,7.449696
SmartGuard-temp_12m,2019-05-22 16:00:00+00:00,7.335987
SmartGuard-temp_12m,2019-05-22 16:10:00+00:00,7.262146
SmartGuard-temp_12m,2019-05-22 16:20:00+00:00,7.443764
SmartGuard-temp_12m,2019-05-22 16:30:00+00:00,7.347443
SmartGuard-temp_12m,2019-05-22 16:40:00+00:00,7.263584
SmartGuard-temp_12m,2019-05-22 16:49:59+00:00,7.387398
SmartGuard-temp_12m,2019-05-22 17:00:00+00:00,7.527685
SmartGuard-temp_12m,2019-05-22 17:10:00+00:00,7.426292
SmartGuard-temp_12m,2019-05-22 17:20:00+00:00,7.285374
SmartGuard-temp_12m,2019-05-22 17:30:00+00:00,7.472528
SmartGuard-temp_12m,2019-05-22 17:40:00+00:00,7.304659
SmartGuard-temp_12m,2019-05-22 17:50:00+00:00,7.232698
SmartGuard-temp_12m,2019-05-22 18:00:00+00:00,7.308901
SmartGuard-temp_12m,2019-05-22 18:10:00+00:00,7.155205
SmartGuard-temp_12m,2019-05-22 18:19:59+00:00,7.139219
SmartGuard-temp_12m,2019-05-22 18:30:00+00:00,7.197321
SmartGuard-temp_12m,2019-05-22 18:40:00+00:00,7.184238
SmartGuard-temp_12m,2019-05-22 18:50:00+00:00,7.130043
SmartGuard-temp_12m,2019-05-22 19:00:00+00:00,7.108387
SmartGuard-temp_12m,2019-05-22 19:10:00+00:00,7.060131
SmartGuard-temp_12m,2019-05-22 19:20:00+00:00,7.210949
SmartGuard-temp_12m,2019-05-22 19:30:00+00:00,7.044674
SmartGuard-temp_12m,2019-05-22 19:40:00+00:00,7.032001
SmartGuard-temp_12m,2019-05-22 19:49:59+00:00,6.973289
SmartGuard-temp_12m,2019-05-22 20:00:00+00:00,7.018192
SmartGuard-temp_12m,2019-05-22 20:10:00+00:00,7.033144
SmartGuard-temp_12m,2019-05-22 20:20:00+00:00,7.058123
SmartGuard-temp_12m,2019-05-22 20:30:00+00:00,7.116518
SmartGuard-temp_12m,2019-05-22 20:40:00+00:00,7.124029
SmartGuard-temp_12m,2019-05-22 20:50:00+00:00,7.012348
SmartGuard-temp_12m,2019-05-22 21:00:00+00:00,7.099264
SmartGuard-temp_12m,2019-05-22 21:10:00+00:00,7.039602
SmartGuard-temp_12m,2019-05-22 21:19:59+00:00,7.086777
SmartGuard-temp_12m,2019-05-22 21:30:00+00:00,6.991156
SmartGuard-temp_12m,2019-05-22 21:40:00+00:00,7.020811
SmartGuard-temp_12m,2019-05-22 21:50:00+00:00,7.068357
SmartGuard-temp_12m,2019-05-22 22:00:00+00:00,6.969292
SmartGuard-temp_12m,2019-05-22 22:10:00+00:00,6.973749
SmartGuard-temp_12m,2019-05-22 22:20:00+00:00,6.977213
SmartGuard-temp_12m,2019-05-22 22:30:00+00:00,6.936119
SmartGuard-temp_12m,2019-05-22 22:40:00+00:00,6.940737
SmartGuard-temp_12m,2019-05-22 22:49:59+00:00,6.902351
SmartGuard-temp_12m,2019-05-22 23:00:00+00:00,6.93519
SmartGuard-temp_12m,2019-05-22 23:10:00+00:00,6.911501
SmartGuard-temp_12m,2019-05-22 23:20:00+00:00,7.021646
SmartGuard-temp_12m,2019-05-22 23:30:00+00:00,7.012711
SmartGuard-temp_12m,2019-05-22 23:40:00+00:00,6.893335
SmartGuard-temp_12m,2019-05-22 23:50:00+00:00,7.035721
SmartGuard-temp_12m,2019-05-23 00:00:00+00:00,7.01564
SmartGuard-temp_12m,2019-05-23 00:10:00+00:00,7.03898
SmartGuard-temp_12m,2019-05-23 00:19:59+00:00,7.044189
SmartGuard-temp_12m,2019-05-23 00:30:00+00:00,6.985104
SmartGuard-temp_12m,2019-05-23 00:40:00+00:00,6.967619
SmartGuard-temp_12m,2019-05-23 00:50:00+00:00,6.884813
SmartGuard-temp_12m,2019-05-23 01:00:00+00:00,6.945957
SmartGuard-temp_12m,2019-05-23 01:10:00+00:00,7.104752
SmartGuard-temp_12m,2019-05-23 01:20:00+00:00,6.958895
SmartGuard-temp_12m,2019-05-23 01:30:00+00:00,6.979954
SmartGuard-temp_12m,2019-05-23 01:40:00+00:00,6.92734
SmartGuard-temp_12m,2019-05-23 01:49:59+00:00,6.855692
SmartGuard-temp_12m,2019-05-23 02:00:00+00:00,6.910055
SmartGuard-temp_12m,2019-05-23 02:10:00+00:00,6.891115
SmartGuard-temp_12m,2019-05-23 02:20:00+00:00,6.911148
SmartGuard-temp_12m,2019-05-23 02:30:00+00:00,6.901529
SmartGuard-temp_12m,2019-05-23 02:40:00+00:00,6.985891
SmartGuard-temp_12m,2019-05-23 02:50:00+00:00,6.938236
SmartGuard-temp_12m,2019-05-23 03:00:00+00:00,6.917273
SmartGuard-temp_12m,2019-05-23 03:10:00+00:00,6.915003
SmartGuard-temp_12m,2019-05-23 03:19:59+00:00,6.893959
SmartGuard-temp_12m,2019-05-23 03:30:00+00:00,6.905912
SmartGuard-temp_12m,2019-05-23 03:40:00+00:00,6.850275
SmartGuard-temp_12m,2019-05-23 03:50:00+00:00,6.845224
SmartGuard-temp_12m,2019-05-23 04:00:00+00:00,6.849226
SmartGuard-temp_12m,2019-05-23 04:10:00+00:00,6.874994
SmartGuard-temp_12m,2019-05-23 04:20:00+00:00,6.822617
SmartGuard-temp_12m,2019-05-23 04:30:00+00:00,6.91843
SmartGuard-temp_12m,2019-05-23 04:40:00+00:00,6.775381
SmartGuard-temp_12m,2019-05-23 04:49:59+00:00,6.852037
SmartGuard-temp_12m,2019-05-23 05:00:00+00:00,6.88117
SmartGuard-temp_12m,2019-05-23 05:10:00+00:00,6.839836
SmartGuard-temp_12m,2019-05-23 05:20:00+00:00,6.820433
SmartGuard-temp_12m,2019-05-23 05:30:00+00:00,6.789547
SmartGuard-temp_12m,2019-05-23 05:40:00+00:00,6.721333
SmartGuard-temp_12m,2019-05-23 05:50:00+00:00,6.757711
SmartGuard-temp_12m,2019-05-23 06:00:00+00:00,6.732994
SmartGuard-temp_12m,2019-05-23 06:10:00+00:00,6.773588
SmartGuard-temp_12m,2019-05-23 06:19:59+00:00,6.759533
SmartGuard-temp_12m,2019-05-23 06:30:00+00:00,6.787979
SmartGuard-temp_12m,2019-05-23 06:40:00+00:00,6.820541
SmartGuard-temp_12m,2019-05-23 06:50:00+00:00,6.845922
SmartGuard-temp_12m,2019-05-23 07:00:00+00:00,6.890322
SmartGuard-temp_12m,2019-05-23 07:10:00+00:00,6.918507
SmartGuard-temp_12m,2019-05-23 07:20:00+00:00,6.880091
SmartGuard-temp_12m,2019-05-23 07:30:00+00:00,6.968918
SmartGuard-temp_12m,2019-05-23 07:40:00+00:00,6.936619
SmartGuard-temp_12m,2019-05-23 07:49:59+00:00,7.215561
SmartGuard-temp_12m,2019-05-23 08:00:00+00:00,7.121349
SmartGuard-temp_12m,2019-05-23 08:10:00+00:00,6.928856
SmartGuard-temp_12m,2019-05-23 08:20:00+00:00,7.226324
SmartGuard-temp_12m,2019-05-23 08:30:00+00:00,7.030588
SmartGuard-temp_12m,2019-05-23 08:40:00+00:00,7.01749
SmartGuard-temp_12m,2019-05-23 08:50:00+00:00,7.166033
SmartGuard-temp_12m,2019-05-23 09:00:00+00:00,7.103413
SmartGuard-temp_12m,2019-05-23 09:10:00+00:00,7.042723
SmartGuard-temp_12m,2019-05-23 09:19:59+00:00,7.237381
SmartGuard-temp_12m,2019-05-23 09:30:00+00:00,7.119415
SmartGuard-temp_12m,2019-05-23 09:40:00+00:00,6.911129
SmartGuard-temp_12m,2019-05-23 09:50:00+00:00,6.97468
SmartGuard-temp_12m,2019-05-23 10:00:00+00:00,7.023203
SmartGuard-temp_12m,2019-05-23 10:10:00+00:00,6.809904
SmartGuard-temp_12m,2019-05-23 10:20:00+00:00,6.855312
SmartGuard-temp_12m,2019-05-23 10:30:00+00:00,6.902079
SmartGuard-temp_12m,2019-05-23 10:40:00+00:00,6.934233
SmartGuard-temp_12m,2019-05-23 10:49:59+00:00,6.919683
SmartGuard-temp_12m,2019-05-23 11:00:00+00:00,7.468809
SmartGuard-temp_12m,2019-05-23 11:10:00+00:00,7.23299
SmartGuard-temp_12m,2019-05-23 11:20:00+00:00,7.093117
SmartGuard-temp_12m,2019-05-23 11:30:00+00:00,7.087704
SmartGuard-temp_12m,2019-05-23 11:40:00+00:00,7.103853
SmartGuard-temp_12m,2019-05-23 11:50:00+00:00,7.024044
SmartGuard-temp_12m,2019-05-23 12:00:00+00:00,6.899635
SmartGuard-temp_12m,2019-05-23 12:10:00+00:00,6.788967
SmartGuard-temp_12m,2019-05-23 12:19:59+00:00,6.791994
SmartGuard-temp_12m,2019-05-23 12:30:00+00:00,6.850494
SmartGuard-temp_12m,2019-05-23 12:40:00+00:00,6.939785
SmartGuard-temp_12m,2019-05-23 12:50:00+00:00,7.461302
SmartGuard-temp_12m,2019-05-23 13:00:00+00:00,6.998804
SmartGuard-temp_12m,2019-05-23 13:10:00+00:00,7.059309
SmartGuard-temp_12m,2019-05-23 13:20:00+00:00,7.189028
SmartGuard-temp_12m,2019-05-23 13:30:00+00:00,7.212254
SmartGuard-temp_12m,2019-05-23 13:40:00+00:00,7.065472
SmartGuard-temp_12m,2019-05-23 13:49:59+00:00,6.97221
SmartGuard-temp_12m,2019-05-23 14:00:00+00:00,6.834455
SmartGuard-temp_12m,2019-05-23 14:10:00+00:00,7.168621
SmartGuard-temp_12m,2019-05-23 14:20:00+00:00,7.345089
SmartGuard-temp_12m,2019-05-23 14:30:00+00:00,7.100969
SmartGuard-temp_12m,2019-05-23 14:40:00+00:00,7.131344
SmartGuard-temp_12m,2019-05-23 14:50:00+00:00,6.872995
SmartGuard-temp_12m,2019-05-23 15:00:00+00:00,6.854807
SmartGuard-temp_12m,2019-05-23 15:10:00+00:00,7.022739
SmartGuard-temp_12m,2019-05-23 15:19:59+00:00,7.221716
SmartGuard-temp_12m,2019-05-23 15:30:00+00:00,6.966108
SmartGuard-temp_12m,2019-05-23 15:40:00+00:00,6.940527
SmartGuard-temp_12m,2019-05-23 15:50:00+00:00,7.036367
SmartGuard-temp_12m,2019-05-23 16:00:00+00:00,6.96784
SmartGuard-temp_12m,2019-05-23 16:10:00+00:00,6.984257
SmartGuard-temp_12m,2019-05-23 16:20:00+00:00,6.993847
SmartGuard-temp_12m,2019-05-23 16:30:00+00:00,6.858875
SmartGuard-temp_12m,2019-05-23 16:40:00+00:00,6.891991
SmartGuard-temp_12m,2019-05-23 16:49:59+00:00,6.840973
SmartGuard-temp_12m,2019-05-23 17:00:00+00:00,6.894621
SmartGuard-temp_12m,2019-05-23 17:10:00+00:00,6.880049
SmartGuard-temp_12m,2019-05-23 17:20:00+00:00,6.978737
SmartGuard-temp_12m,2019-05-23 17:30:00+00:00,6.80945
SmartGuard-temp_12m,2019-05-23 17:40:00+00:00,7.243221
SmartGuard-temp_12m,2019-05-23 17:50:00+00:00,7.449383
SmartGuard-temp_12m,2019-05-23 18:00:00+00:00,7.181087
SmartGuard-temp_12m,2019-05-23 18:10:00+00:00,7.181114
SmartGuard-temp_12m,2019-05-23 18:19:59+00:00,7.238295
SmartGuard-temp_12m,2019-05-23 18:30:00+00:00,7.257721
SmartGuard-temp_12m,2019-05-23 18:40:00+00:00,7.295097
SmartGuard-temp_12m,2019-05-23 18:50:00+00:00,7.263302
SmartGuard-temp_12m,2019-05-23 19:00:00+00:00,7.284344
SmartGuard-temp_12m,2019-05-23 19:10:00+00:00,7.339911
SmartGuard-temp_12m,2019-05-23 19:20:00+00:00,7.416245
SmartGuard-temp_12m,2019-05-23 19:30:00+00:00,7.512161
SmartGuard-temp_12m,2019-05-23 19:40:00+00:00,7.57148
SmartGuard-temp_12m,2019-05-23 19:49:59+00:00,7.566021
SmartGuard-temp_12m,2019-05-23 20:00:00+00:00,7.661713
SmartGuard-temp_12m,2019-05-23 20:10:00+00:00,7.347786
SmartGuard-temp_12m,2019-05-23 20:20:00+00:00,7.322002
SmartGuard-temp_12m,2019-05-23 20:30:00+00:00,7.722092
SmartGuard-temp_12m,2019-05-23 20:40:00+00:00,7.619347
SmartGuard-temp_12m,2019-05-23 20:50:00+00:00,7.516951
SmartGuard-temp_12m,2019-05-23 21:00:00+00:00,7.603125
SmartGuard-temp_12m,2019-05-23 21:10:00+00:00,7.577562
SmartGuard-temp_12m,2019-05-23 21:19:59+00:00,7.607563
SmartGuard-temp_12m,2019-05-23 21:30:00+00:00,7.504025
SmartGuard-temp_12m,2019-05-23 21:40:00+00:00,7.544622
SmartGuard-temp_12m,2019-05-23 21:50:00+00:00,7.538866
SmartGuard-temp_12m,2019-05-23 22:00:00+00:00,7.505184
SmartGuard-temp_12m,2019-05-23 22:10:00+00:00,7.53297
SmartGuard-temp_12m,2019-05-23 22:20:00+00:00,7.36356
SmartGuard-temp_12m,2019-05-23 22:30:00+00:00,7.493382
SmartGuard-temp_12m,2019-05-23 22:40:00+00:00,7.491529
SmartGuard-temp_12m,2019-05-23 22:49:59+00:00,7.469749
SmartGuard-temp_12m,2019-05-23 23:00:00+00:00,7.420507
SmartGuard-temp_12m,2019-05-23 23:10:00+00:00,7.420534
SmartGuard-temp_12m,2019-05-23 23:20:00+00:00,7.208155
SmartGuard-temp_12m,2019-05-23 23:30:00+00:00,7.353493
SmartGuard-temp_12m,2019-05-23 23:40:00+00:00,7.005007
SmartGuard-temp_12m,2019-05-23 23:50:00+00:00,7.186834
SmartGuard-temp_12m,2019-05-24 00:00:00+00:00,7.265331
SmartGuard-temp_12m,2019-05-24 00:10:00+00:00,7.554932
SmartGuard-temp_12m,2019-05-24 00:19:59+00:00,7.576807
SmartGuard-temp_12m,2019-05-24 00:30:00+00:00,7.419069
SmartGuard-temp_12m,2019-05-24 00:40:00+00:00,7.545645
SmartGuard-temp_12m,2019-05-24 00:50:00+00:00,7.505537
SmartGuard-temp_12m,2019-05-24 01:00:00+00:00,7.448299
SmartGuard-temp_12m,2019-05-24 01:10:00+00:00,7.584412
SmartGuard-temp_12m,2019-05-24 01:20:00+00:00,7.363565
SmartGuard-temp_12m,2019-05-24 01:30:00+00:00,7.313019
SmartGuard-temp_12m,2019-05-24 01:40:00+00:00,7.42429
SmartGuard-temp_12m,2019-05-24 01:49:59+00:00,7.82987
SmartGuard-temp_12m,2019-05-24 02:00:00+00:00,7.389256
SmartGuard-temp_12m,2019-05-24 02:10:00+00:00,6.852171
SmartGuard-temp_12m,2019-05-24 02:20:00+00:00,7.274889
SmartGuard-temp_12m,2019-05-24 02:30:00+00:00,7.723421
SmartGuard-temp_12m,2019-05-24 02:40:00+00:00,7.712414
SmartGuard-temp_12m,2019-05-24 02:50:00+00:00,7.534439
SmartGuard-temp_12m,2019-05-24 03:00:00+00:00,7.837132
SmartGuard-temp_12m,2019-05-24 03:10:00+00:00,7.827101
SmartGuard-temp_12m,2019-05-24 03:19:59+00:00,7.601118
