observed_timestamp,RCM-currentspeed_m/s
2019-05-03 08:46:54+00:00,4.586
2019-05-03 08:56:54+00:00,3.023
2019-05-03 09:06:54+00:00,3.573
2019-05-03 09:16:54+00:00,3.363
2019-05-03 09:26:54+00:00,4.557
2019-05-03 09:36:54+00:00,3.484
2019-05-03 09:46:54+00:00,2.958
2019-05-03 09:56:54+00:00,3.703
2019-05-03 10:06:54+00:00,1.982
2019-05-03 10:16:54+00:00,1.398
2019-05-03 10:26:54+00:00,1.574
2019-05-03 10:36:54+00:00,1.014
2019-05-03 10:46:54+00:00,1.782
2019-05-03 10:56:54+00:00,2.14
2019-05-03 11:06:54+00:00,2.525
2019-05-03 11:16:54+00:00,2.065
2019-05-03 11:26:54+00:00,6.321
2019-05-03 11:36:54+00:00,5.547
2019-05-03 11:46:54+00:00,6.252
2019-05-03 11:56:54+00:00,5.161
2019-05-03 12:06:54+00:00,5.54
2019-05-03 12:16:54+00:00,4.082
2019-05-03 12:26:54+00:00,4.639
2019-05-03 12:36:54+00:00,4.282
2019-05-03 12:46:54+00:00,4.283
2019-05-03 12:56:54+00:00,3.907
2019-05-03 13:06:54+00:00,4.792
2019-05-03 13:16:54+00:00,4.88
2019-05-03 13:26:54+00:00,4.669
2019-05-03 13:36:54+00:00,0.707
2019-05-03 13:46:54+00:00,6.639
2019-05-03 13:56:54+00:00,8.7
2019-05-03 14:06:54+00:00,13.451
2019-05-03 14:16:54+00:00,15.678
2019-05-03 14:26:54+00:00,11.268
2019-05-03 14:36:54+00:00,8.6
2019-05-03 14:46:54+00:00,7.291
2019-05-03 14:56:54+00:00,6.042
2019-05-03 15:06:54+00:00,8.319
2019-05-03 15:16:54+00:00,7.957
2019-05-03 15:26:54+00:00,5.993
2019-05-03 15:36:54+00:00,6.349
2019-05-03 15:46:54+00:00,4.859
2019-05-03 15:56:54+00:00,4.19
2019-05-03 16:06:54+00:00,4.667
2019-05-03 16:16:54+00:00,4.16
2019-05-03 16:26:54+00:00,3.894
2019-05-03 16:36:54+00:00,3.654
2019-05-03 16:46:54+00:00,1.353
2019-05-03 16:56:54+00:00,1.575
2019-05-03 17:06:54+00:00,2.696
2019-05-03 17:16:54+00:00,2.985
2019-05-03 17:26:54+00:00,1.465
2019-05-03 17:36:54+00:00,3.228
2019-05-03 17:46:54+00:00,2.286
2019-05-03 17:56:54+00:00,1.961
2019-05-03 18:06:54+00:00,0.4
2019-05-03 18:16:54+00:00,2.937
2019-05-03 18:26:54+00:00,5.562
2019-05-03 18:36:54+00:00,6.165
2019-05-03 18:46:54+00:00,6.81
2019-05-03 18:56:54+00:00,4.857
2019-05-03 19:06:54+00:00,3.251
2019-05-03 19:16:54+00:00,3.929
2019-05-03 19:26:54+00:00,4.482
2019-05-03 19:36:54+00:00,4.047
2019-05-03 19:46:54+00:00,6.423
2019-05-03 19:56:54+00:00,8.368
2019-05-03 20:06:54+00:00,5.379
2019-05-03 20:16:54+00:00,4.15
2019-05-03 20:26:54+00:00,4.349
2019-05-03 20:36:54+00:00,0.997
2019-05-03 20:46:54+00:00,0.972
2019-05-03 20:56:54+00:00,2.395
2019-05-03 21:06:54+00:00,3.345
2019-05-03 21:16:54+00:00,4.894
2019-05-03 21:26:54+00:00,3.952
2019-05-03 21:36:54+00:00,8.004
2019-05-03 21:46:54+00:00,1.837
2019-05-03 21:56:54+00:00,4.797
2019-05-03 22:06:54+00:00,5.577
2019-05-03 22:16:54+00:00,3.152
2019-05-03 22:26:54+00:00,2.088
2019-05-03 22:36:54+00:00,1.753
2019-05-03 22:46:54+00:00,2.833
2019-05-03 22:56:54+00:00,3.467
2019-05-03 23:06:54+00:00,5.338
2019-05-03 23:16:54+00:00,4.711
2019-05-03 23:26:54+00:00,4.002
2019-05-03 23:36:54+00:00,5.759
2019-05-03 23:46:54+00:00,4.598
2019-05-03 23:56:54+00:00,5.574
2019-05-04 00:06:54+00:00,6.26
2019-05-04 00:16:54+00:00,5.635
2019-05-04 00:26:54+00:00,5.128
2019-05-04 00:36:54+00:00,6.141
2019-05-04 00:46:54+00:00,7.718
2019-05-04 00:56:54+00:00,7.054
2019-05-04 01:06:54+00:00,7.197
2019-05-04 01:16:54+00:00,8.463
2019-05-04 01:26:54+00:00,6.671
2019-05-04 01:36:54+00:00,6.864
2019-05-04 01:46:54+00:00,6.514
2019-05-04 01:56:54+00:00,9.388
2019-05-04 02:06:54+00:00,11.511
2019-05-04 02:16:54+00:00,11.766
2019-05-04 02:26:54+00:00,11.8
2019-05-04 02:36:54+00:00,15.705
2019-05-04 02:46:54+00:00,12.206
2019-05-04 02:56:54+00:00,10.907
2019-05-04 03:06:54+00:00,13.5
2019-05-04 03:16:54+00:00,10.507
2019-05-04 03:26:54+00:00,9.553
2019-05-04 03:36:54+00:00,10.354
2019-05-04 03:46:54+00:00,4.658
2019-05-04 03:56:54+00:00,4.543
2019-05-04 04:06:54+00:00,6.806
2019-05-04 04:16:54+00:00,3.523
2019-05-04 04:26:54+00:00,2.393
2019-05-04 04:36:54+00:00,2.396
2019-05-04 04:46:54+00:00,2.854
2019-05-04 04:56:54+00:00,2.039
2019-05-04 05:06:54+00:00,2.21
2019-05-04 05:16:54+00:00,4.406
2019-05-04 05:26:54+00:00,2.842
2019-05-04 05:36:54+00:00,3.157
2019-05-04 05:46:54+00:00,3.265
2019-05-04 05:56:54+00:00,5.351
2019-05-04 06:06:54+00:00,3.809
2019-05-04 06:16:54+00:00,1.305
2019-05-04 06:26:54+00:00,2.144
2019-05-04 06:36:54+00:00,2.23
2019-05-04 06:46:54+00:00,2.382
2019-05-04 06:56:54+00:00,4.458
2019-05-04 07:06:54+00:00,4.89
2019-05-04 07:16:54+00:00,3.808
2019-05-04 07:26:54+00:00,2.949
2019-05-04 07:36:54+00:00,4.422
2019-05-04 07:46:54+00:00,2.606
2019-05-04 07:56:54+00:00,3.411
2019-05-04 08:06:54+00:00,5.553
2019-05-04 08:16:54+00:00,6.097
2019-05-04 08:26:54+00:00,0.824
2019-05-04 08:36:54+00:00,1.263
2019-05-04 08:46:54+00:00,0.798
2019-05-04 08:56:54+00:00,0.565
2019-05-04 09:06:54+00:00,2.038
2019-05-04 09:16:54+00:00,4.244
2019-05-04 09:26:54+00:00,3.039
2019-05-04 09:36:54+00:00,5.633
2019-05-04 09:46:54+00:00,8.02
2019-05-04 09:56:54+00:00,5.645
2019-05-04 10:06:54+00:00,5.902
2019-05-04 10:16:54+00:00,4.74
2019-05-04 10:26:54+00:00,5.773
2019-05-04 10:36:54+00:00,5.306
2019-05-04 10:46:54+00:00,4.085
2019-05-04 10:56:54+00:00,2.528
2019-05-04 11:06:54+00:00,2.786
2019-05-04 11:16:54+00:00,3.376
2019-05-04 11:26:54+00:00,5.349
2019-05-04 11:36:54+00:00,4.964
2019-05-04 11:46:54+00:00,6.096
2019-05-04 11:56:54+00:00,5.332
2019-05-04 12:06:54+00:00,5.596
2019-05-04 12:16:54+00:00,7.363
2019-05-04 12:26:54+00:00,6.863
2019-05-04 12:36:54+00:00,6.521
2019-05-04 12:46:54+00:00,5.996
2019-05-04 12:56:54+00:00,7.823
2019-05-04 13:06:54+00:00,10.735
2019-05-04 13:16:54+00:00,7.791
2019-05-04 13:26:54+00:00,5.819
2019-05-04 13:36:54+00:00,5.625
2019-05-04 13:46:54+00:00,5.524
2019-05-04 13:56:54+00:00,4.52
2019-05-04 14:06:54+00:00,7.64
2019-05-04 14:16:54+00:00,7.199
2019-05-04 14:26:54+00:00,8.747
2019-05-04 14:36:54+00:00,9.74
2019-05-04 14:46:54+00:00,7.523
2019-05-04 14:56:54+00:00,8.575
2019-05-04 15:06:54+00:00,10.11
2019-05-04 15:16:54+00:00,9.941
2019-05-04 15:26:54+00:00,12.382
2019-05-04 15:36:54+00:00,10.292
2019-05-04 15:46:54+00:00,13.767
2019-05-04 15:56:54+00:00,15.63
2019-05-04 16:06:54+00:00,12.584
2019-05-04 16:16:54+00:00,14.631
2019-05-04 16:26:54+00:00,15.209
2019-05-04 16:36:54+00:00,11.268
2019-05-04 16:46:54+00:00,3.434
2019-05-04 16:56:54+00:00,3.105
2019-05-04 17:06:54+00:00,4.314
2019-05-04 17:16:54+00:00,3.942
2019-05-04 17:26:54+00:00,5.771
2019-05-04 17:36:54+00:00,7.884
2019-05-04 17:46:54+00:00,6.502
2019-05-04 17:56:54+00:00,6.399
2019-05-04 18:06:54+00:00,5.03
2019-05-04 18:16:54+00:00,4.725
2019-05-04 18:26:54+00:00,3.482
2019-05-04 18:36:54+00:00,1.361
2019-05-04 18:46:54+00:00,3.069
2019-05-04 18:56:54+00:00,3.681
2019-05-04 19:06:54+00:00,3.669
2019-05-04 19:16:54+00:00,3.182
2019-05-04 19:26:54+00:00,1.74
2019-05-04 19:36:54+00:00,1.331
2019-05-04 19:46:54+00:00,4.283
2019-05-04 19:56:54+00:00,3.711
2019-05-04 20:06:54+00:00,8.25
2019-05-04 20:16:54+00:00,6.381
2019-05-04 20:26:54+00:00,3.482
2019-05-04 20:36:54+00:00,0.276
2019-05-04 20:46:54+00:00,3.012
2019-05-04 20:56:54+00:00,2.517
2019-05-04 21:06:54+00:00,2.933
2019-05-04 21:16:54+00:00,3.758
2019-05-04 21:26:54+00:00,2.657
2019-05-04 21:36:54+00:00,3.357
2019-05-04 21:46:54+00:00,2.717
2019-05-04 21:56:54+00:00,2.92
2019-05-04 22:06:54+00:00,3.665
2019-05-04 22:16:54+00:00,4.313
2019-05-04 22:26:54+00:00,6.153
2019-05-04 22:36:54+00:00,5.166
2019-05-04 22:46:54+00:00,2.678
2019-05-04 22:56:54+00:00,4.15
2019-05-04 23:06:54+00:00,4.813
2019-05-04 23:16:54+00:00,3.198
2019-05-04 23:26:54+00:00,3.379
2019-05-04 23:36:54+00:00,3.778
2019-05-04 23:46:54+00:00,4.215
2019-05-04 23:56:54+00:00,5.094
2019-05-05 00:06:54+00:00,4.776
2019-05-05 00:16:54+00:00,4.7
2019-05-05 00:26:54+00:00,4.019
2019-05-05 00:36:54+00:00,3.985
2019-05-05 00:46:54+00:00,3.85
2019-05-05 00:56:54+00:00,4.307
2019-05-05 01:06:54+00:00,4.282
2019-05-05 01:16:54+00:00,5.615
2019-05-05 01:26:54+00:00,6.574
2019-05-05 01:36:54+00:00,2.782
2019-05-05 01:46:54+00:00,2.482
2019-05-05 01:56:54+00:00,1.906
2019-05-05 02:06:54+00:00,1.501
2019-05-05 02:16:54+00:00,3.303
2019-05-05 02:26:54+00:00,1.932
2019-05-05 02:36:54+00:00,4.042
2019-05-05 02:46:54+00:00,4.4
2019-05-05 02:56:54+00:00,4.503
2019-05-05 03:06:54+00:00,5.362
2019-05-05 03:16:54+00:00,5.375
2019-05-05 03:26:54+00:00,3.718
2019-05-05 03:36:54+00:00,5.47
2019-05-05 03:46:54+00:00,5.511
2019-05-05 03:56:54+00:00,3.531
2019-05-05 04:06:54+00:00,3.986
2019-05-05 04:16:54+00:00,3.426
2019-05-05 04:26:54+00:00,2.713
2019-05-05 04:36:54+00:00,5.13
2019-05-05 04:46:54+00:00,5.928
2019-05-05 04:56:54+00:00,10.603
2019-05-05 05:06:54+00:00,4.127
2019-05-05 05:16:54+00:00,2.294
2019-05-05 05:26:54+00:00,3.215
2019-05-05 05:36:54+00:00,2.224
2019-05-05 05:46:54+00:00,2.039
2019-05-05 05:56:54+00:00,2.173
2019-05-05 06:06:54+00:00,3.581
2019-05-05 06:16:54+00:00,4.431
2019-05-05 06:26:54+00:00,3.133
2019-05-05 06:36:54+00:00,4.728
2019-05-05 06:46:54+00:00,2.297
2019-05-05 06:56:54+00:00,3.141
2019-05-05 07:06:54+00:00,5.652
2019-05-05 07:16:54+00:00,3.282
2019-05-05 07:26:54+00:00,1.696
2019-05-05 07:36:54+00:00,2.922
2019-05-05 07:46:54+00:00,2.215
2019-05-05 07:56:54+00:00,3.452
2019-05-05 08:06:54+00:00,5.471
2019-05-05 08:16:54+00:00,6.246
2019-05-05 08:26:54+00:00,8.153
2019-05-05 08:36:54+00:00,4.938
2019-05-05 08:46:54+00:00,4.612
2019-05-05 08:56:54+00:00,3.86
2019-05-05 09:06:54+00:00,3.765
2019-05-05 09:16:54+00:00,1.061
2019-05-05 09:26:54+00:00,3.411
2019-05-05 09:36:54+00:00,4.29
2019-05-05 09:46:54+00:00,4.713
2019-05-05 09:56:54+00:00,4.335
2019-05-05 10:06:54+00:00,5.355
2019-05-05 10:16:54+00:00,7.565
2019-05-05 10:26:54+00:00,6.852
2019-05-05 10:36:54+00:00,10.363
2019-05-05 10:46:54+00:00,11.223
2019-05-05 10:56:54+00:00,12.016
2019-05-05 11:06:54+00:00,9.602
2019-05-05 11:16:54+00:00,8.112
2019-05-05 11:26:54+00:00,7.875
2019-05-05 11:36:54+00:00,7.799
2019-05-05 11:46:54+00:00,7.845
2019-05-05 11:56:54+00:00,6.53
2019-05-05 12:06:54+00:00,6.427
2019-05-05 12:16:54+00:00,6.423
2019-05-05 12:26:54+00:00,5.116
2019-05-05 12:36:54+00:00,7.585
2019-05-05 12:46:54+00:00,7.953
2019-05-05 12:56:54+00:00,9.251
2019-05-05 13:06:54+00:00,9.524
2019-05-05 13:16:54+00:00,9.981
2019-05-05 13:26:54+00:00,9.296
2019-05-05 13:36:54+00:00,10.811
2019-05-05 13:46:54+00:00,11.825
2019-05-05 13:56:54+00:00,9.004
2019-05-05 14:06:54+00:00,7.267
2019-05-05 14:16:54+00:00,4.835
2019-05-05 14:26:54+00:00,5.078
2019-05-05 14:36:54+00:00,6.6
2019-05-05 14:46:54+00:00,4.626
2019-05-05 14:56:54+00:00,4.6
2019-05-05 15:06:54+00:00,3.823
2019-05-05 15:16:54+00:00,3.369
2019-05-05 15:26:54+00:00,4.257
2019-05-05 15:36:54+00:00,3.478
2019-05-05 15:46:54+00:00,1.573
2019-05-05 15:56:54+00:00,3.558
2019-05-05 16:06:54+00:00,3.353
2019-05-05 16:16:54+00:00,1.312
2019-05-05 16:26:54+00:00,1.848
2019-05-05 16:36:54+00:00,2.381
2019-05-05 16:46:54+00:00,1.805
2019-05-05 16:56:54+00:00,3.084
2019-05-05 17:06:54+00:00,3.11
2019-05-05 17:16:54+00:00,2.703
2019-05-05 17:26:54+00:00,2.47
2019-05-05 17:36:54+00:00,0.903
2019-05-05 17:46:54+00:00,1.904
2019-05-05 17:56:54+00:00,1.884
2019-05-05 18:06:54+00:00,1.979
2019-05-05 18:16:54+00:00,1.405
2019-05-05 18:26:54+00:00,1.27
2019-05-05 18:36:54+00:00,3.123
2019-05-05 18:46:54+00:00,3.134
2019-05-05 18:56:54+00:00,3.92
2019-05-05 19:06:54+00:00,4.007
2019-05-05 19:16:54+00:00,3.656
2019-05-05 19:26:54+00:00,2.302
2019-05-05 19:36:54+00:00,3.486
2019-05-05 19:46:54+00:00,4.019
2019-05-05 19:56:54+00:00,4.301
2019-05-05 20:06:54+00:00,3.115
2019-05-05 20:16:54+00:00,2.666
2019-05-05 20:26:54+00:00,4.045
2019-05-05 20:36:54+00:00,2.333
2019-05-05 20:46:54+00:00,3.422
2019-05-05 20:56:54+00:00,3.629
2019-05-05 21:06:54+00:00,4.484
2019-05-05 21:16:54+00:00,3.933
2019-05-05 21:26:54+00:00,3.642
2019-05-05 21:36:54+00:00,2.832
2019-05-05 21:46:54+00:00,2.054
2019-05-05 21:56:54+00:00,1.824
2019-05-05 22:06:54+00:00,1.851
2019-05-05 22:16:54+00:00,5.113
2019-05-05 22:26:54+00:00,5.28
2019-05-05 22:36:54+00:00,4.933
2019-05-05 22:46:54+00:00,2.614
2019-05-05 22:56:54+00:00,2.304
2019-05-05 23:06:54+00:00,1.596
2019-05-05 23:16:54+00:00,2.466
2019-05-05 23:26:54+00:00,6.416
2019-05-05 23:36:54+00:00,4.172
2019-05-05 23:46:54+00:00,2.467
2019-05-05 23:56:54+00:00,2.447
2019-05-06 00:06:54+00:00,3.088
2019-05-06 00:16:54+00:00,4.354
2019-05-06 00:26:54+00:00,4.128
2019-05-06 00:36:54+00:00,5.088
2019-05-06 00:46:54+00:00,4.792
2019-05-06 00:56:54+00:00,4.907
2019-05-06 01:06:54+00:00,4.826
2019-05-06 01:16:54+00:00,4.467
2019-05-06 01:26:54+00:00,6.955
2019-05-06 01:36:54+00:00,4.938
2019-05-06 01:46:54+00:00,5.423
2019-05-06 01:56:54+00:00,7.815
2019-05-06 02:06:54+00:00,12.141
2019-05-06 02:16:54+00:00,11.277
2019-05-06 02:26:54+00:00,9.201
2019-05-06 02:36:54+00:00,7.54
2019-05-06 02:46:54+00:00,7.909
2019-05-06 02:56:54+00:00,6.109
2019-05-06 03:06:54+00:00,4.552
2019-05-06 03:16:54+00:00,6.723
2019-05-06 03:26:54+00:00,7.639
2019-05-06 03:36:54+00:00,6.234
2019-05-06 03:46:54+00:00,6.237
2019-05-06 03:56:54+00:00,5.865
2019-05-06 04:06:54+00:00,3.924
2019-05-06 04:16:54+00:00,6.786
2019-05-06 04:26:54+00:00,13.029
2019-05-06 04:36:54+00:00,11.281
2019-05-06 04:46:54+00:00,11.146
2019-05-06 04:56:54+00:00,12.023
2019-05-06 05:06:54+00:00,14.709
2019-05-06 05:16:54+00:00,13.997
2019-05-06 05:26:54+00:00,14.676
2019-05-06 05:36:54+00:00,13.749
2019-05-06 05:46:54+00:00,8.503
2019-05-06 05:56:54+00:00,12.612
2019-05-06 06:06:54+00:00,14.188
2019-05-06 06:16:54+00:00,11.25
2019-05-06 06:26:54+00:00,2.77
2019-05-06 06:36:54+00:00,0.704
2019-05-06 06:46:54+00:00,3.046
2019-05-06 06:56:54+00:00,5.956
2019-05-06 07:06:54+00:00,6.162
2019-05-06 07:16:54+00:00,5.31
2019-05-06 07:26:54+00:00,6.724
2019-05-06 07:36:54+00:00,5.189
2019-05-06 07:46:54+00:00,1.248
2019-05-06 07:56:54+00:00,2.25
2019-05-06 08:06:54+00:00,0.466
2019-05-06 08:16:54+00:00,2.372
2019-05-06 08:26:54+00:00,4.387
2019-05-06 08:36:54+00:00,0.285
2019-05-06 08:46:54+00:00,3.933
2019-05-06 08:56:54+00:00,5.082
2019-05-06 09:06:54+00:00,4.249
2019-05-06 09:16:54+00:00,3.801
2019-05-06 09:26:54+00:00,5.065
2019-05-06 09:36:54+00:00,5.275
2019-05-06 09:46:54+00:00,2.997
2019-05-06 09:56:54+00:00,1.318
2019-05-06 10:06:54+00:00,2.281
2019-05-06 10:16:54+00:00,1.449
2019-05-06 10:26:54+00:00,3.588
2019-05-06 10:36:54+00:00,2.914
2019-05-06 10:46:54+00:00,3.497
2019-05-06 10:56:54+00:00,3.693
2019-05-06 11:06:54+00:00,4.224
2019-05-06 11:16:54+00:00,1.692
2019-05-06 11:26:54+00:00,3.241
2019-05-06 11:36:54+00:00,1.675
2019-05-06 11:46:54+00:00,5.124
2019-05-06 11:56:54+00:00,4.351
2019-05-06 12:06:54+00:00,5.632
2019-05-06 12:16:54+00:00,6.148
2019-05-06 12:26:54+00:00,4.764
2019-05-06 12:36:54+00:00,3.994
2019-05-06 12:46:54+00:00,3.026
2019-05-06 12:56:54+00:00,4.113
2019-05-06 13:06:54+00:00,6.408
2019-05-06 13:16:54+00:00,7.513
2019-05-06 13:26:54+00:00,7.424
2019-05-06 13:36:54+00:00,8.566
2019-05-06 13:46:54+00:00,7.54
2019-05-06 13:56:54+00:00,6.194
2019-05-06 14:06:54+00:00,8.063
2019-05-06 14:16:54+00:00,6.806
2019-05-06 14:26:54+00:00,6.131
2019-05-06 14:36:54+00:00,7.067
2019-05-06 14:46:54+00:00,5.758
2019-05-06 14:56:54+00:00,7.482
2019-05-06 15:06:54+00:00,9.419
2019-05-06 15:16:54+00:00,9.196
2019-05-06 15:26:54+00:00,9.415
2019-05-06 15:36:54+00:00,9.401
2019-05-06 15:46:54+00:00,7.175
2019-05-06 15:56:54+00:00,5.215
2019-05-06 16:06:54+00:00,5.982
2019-05-06 16:16:54+00:00,3.837
2019-05-06 16:26:54+00:00,5.366
2019-05-06 16:36:54+00:00,5.345
2019-05-06 16:46:54+00:00,4.29
2019-05-06 16:56:54+00:00,6.045
2019-05-06 17:06:54+00:00,6.758
2019-05-06 17:16:54+00:00,7.287
2019-05-06 17:26:54+00:00,7.09
2019-05-06 17:36:54+00:00,4.581
2019-05-06 17:46:54+00:00,6.359
2019-05-06 17:56:54+00:00,4.589
2019-05-06 18:06:54+00:00,1.959
2019-05-06 18:16:54+00:00,7.594
2019-05-06 18:26:54+00:00,8.277
2019-05-06 18:36:54+00:00,9.709
2019-05-06 18:46:54+00:00,8.537
2019-05-06 18:56:54+00:00,5.935
2019-05-06 19:06:54+00:00,7.933
2019-05-06 19:16:54+00:00,7.723
2019-05-06 19:26:54+00:00,4.376
2019-05-06 19:36:54+00:00,1.546
2019-05-06 19:46:54+00:00,1.068
2019-05-06 19:56:54+00:00,2.419
2019-05-06 20:06:54+00:00,3.137
2019-05-06 20:16:54+00:00,0.538
2019-05-06 20:26:54+00:00,0.072
2019-05-06 20:36:54+00:00,4.136
2019-05-06 20:46:54+00:00,5.515
2019-05-06 20:56:54+00:00,3.723
2019-05-06 21:06:54+00:00,4.739
2019-05-06 21:16:54+00:00,3.658
2019-05-06 21:26:54+00:00,4.702
2019-05-06 21:36:54+00:00,6.288
2019-05-06 21:46:54+00:00,5.172
2019-05-06 21:56:54+00:00,2.602
2019-05-06 22:06:54+00:00,3.336
2019-05-06 22:16:54+00:00,1.743
2019-05-06 22:26:54+00:00,3.931
2019-05-06 22:36:54+00:00,4.937
2019-05-06 22:46:54+00:00,2.697
2019-05-06 22:56:54+00:00,3.898
2019-05-06 23:06:54+00:00,3.618
2019-05-06 23:16:54+00:00,6.555
2019-05-06 23:26:54+00:00,4.626
2019-05-06 23:36:54+00:00,5.655
2019-05-06 23:46:54+00:00,4.419
2019-05-06 23:56:54+00:00,6.419
2019-05-07 00:06:54+00:00,7.859
2019-05-07 00:16:54+00:00,6.237
2019-05-07 00:26:54+00:00,5.288
2019-05-07 00:36:54+00:00,5.655
2019-05-07 00:46:54+00:00,4.656
2019-05-07 00:56:54+00:00,3.541
2019-05-07 01:06:54+00:00,5.738
2019-05-07 01:16:54+00:00,5.382
2019-05-07 01:26:54+00:00,3.795
2019-05-07 01:36:54+00:00,5.509
2019-05-07 01:46:54+00:00,7.678
2019-05-07 01:56:54+00:00,7.479
2019-05-07 02:06:54+00:00,6.143
2019-05-07 02:16:54+00:00,7.822
2019-05-07 02:26:54+00:00,6.149
2019-05-07 02:36:54+00:00,5.496
2019-05-07 02:46:54+00:00,4.742
2019-05-07 02:56:54+00:00,4.938
2019-05-07 03:06:54+00:00,3.87
2019-05-07 03:16:54+00:00,3.035
2019-05-07 03:26:54+00:00,4.479
2019-05-07 03:36:54+00:00,2.065
