observed_timestamp,value
2019-05-21 09:00:00+00:00,7.521599
2019-05-21 09:10:00+00:00,7.411573
2019-05-21 09:19:59+00:00,7.27063
2019-05-21 09:30:00+00:00,7.288136
2019-05-21 09:40:00+00:00,7.231375
2019-05-21 09:50:00+00:00,7.221764
2019-05-21 10:00:00+00:00,7.279308
2019-05-21 10:10:00+00:00,7.208475
2019-05-21 10:20:00+00:00,7.289152
2019-05-21 10:30:00+00:00,7.311659
2019-05-21 10:40:00+00:00,7.327042
2019-05-21 10:49:59+00:00,7.383299
2019-05-21 11:00:00+00:00,7.253345
2019-05-21 11:10:00+00:00,7.354189
2019-05-21 11:20:00+00:00,7.679981
2019-05-21 11:30:00+00:00,7.841986
2019-05-21 11:40:00+00:00,7.916271
2019-05-21 11:50:00+00:00,7.785772
2019-05-21 12:00:00+00:00,7.923079
2019-05-21 12:10:00+00:00,7.893894
2019-05-21 12:19:59+00:00,7.629932
2019-05-21 12:30:00+00:00,7.663958
2019-05-21 12:40:00+00:00,7.756525
2019-05-21 12:50:00+00:00,7.699072
2019-05-21 13:00:00+00:00,7.733055
2019-05-21 13:10:00+00:00,7.714911
2019-05-21 13:20:00+00:00,7.566523
2019-05-21 13:30:00+00:00,7.480967
2019-05-21 13:40:00+00:00,7.465511
2019-05-21 13:49:59+00:00,7.488277
2019-05-21 14:00:00+00:00,7.490038
2019-05-21 14:10:00+00:00,7.468372
2019-05-21 14:20:00+00:00,7.575426
2019-05-21 14:30:00+00:00,7.672935
2019-05-21 14:40:00+00:00,7.620842
2019-05-21 14:50:00+00:00,7.762844
2019-05-21 15:00:00+00:00,7.659176
2019-05-21 15:10:00+00:00,7.536747
2019-05-21 15:19:59+00:00,7.653431
2019-05-21 15:30:00+00:00,7.914957
2019-05-21 15:40:00+00:00,7.818405
2019-05-21 15:50:00+00:00,7.951599
2019-05-21 16:00:00+00:00,8.078791
2019-05-21 16:10:00+00:00,7.867834
2019-05-21 16:20:00+00:00,7.633665
2019-05-21 16:30:00+00:00,7.554138
2019-05-21 16:40:00+00:00,7.727072
2019-05-21 16:49:59+00:00,7.648375
2019-05-21 17:00:00+00:00,7.551792
2019-05-21 17:10:00+00:00,7.477015
2019-05-21 17:20:00+00:00,7.40473
2019-05-21 17:30:00+00:00,7.463058
2019-05-21 17:40:00+00:00,7.41382
2019-05-21 17:50:00+00:00,7.380846
2019-05-21 18:00:00+00:00,7.402933
2019-05-21 18:10:00+00:00,7.338949
2019-05-21 18:19:59+00:00,7.314287
2019-05-21 18:30:00+00:00,7.269882
2019-05-21 18:40:00+00:00,7.219398
2019-05-21 18:50:00+00:00,7.303818
2019-05-21 19:00:00+00:00,7.250036
2019-05-21 19:10:00+00:00,7.247995
2019-05-21 19:20:00+00:00,7.301241
2019-05-21 19:30:00+00:00,7.210093
2019-05-21 19:40:00+00:00,7.323647
2019-05-21 19:49:59+00:00,7.264927
2019-05-21 20:00:00+00:00,7.238964
2019-05-21 20:10:00+00:00,7.255424
2019-05-21 20:20:00+00:00,7.207897
2019-05-21 20:30:00+00:00,7.184673
2019-05-21 20:40:00+00:00,7.156538
2019-05-21 20:50:00+00:00,7.138639
2019-05-21 21:00:00+00:00,7.13872
2019-05-21 21:10:00+00:00,7.125509
2019-05-21 21:19:59+00:00,7.168409
2019-05-21 21:30:00+00:00,7.208101
2019-05-21 21:40:00+00:00,7.239965
2019-05-21 21:50:00+00:00,7.238585
2019-05-21 22:00:00+00:00,7.246336
2019-05-21 22:10:00+00:00,7.182291
2019-05-21 22:20:00+00:00,7.38376
2019-05-21 22:30:00+00:00,7.148428
2019-05-21 22:40:00+00:00,7.072989
2019-05-21 22:49:59+00:00,7.122768
2019-05-21 23:00:00+00:00,7.149979
2019-05-21 23:10:00+00:00,7.176422
2019-05-21 23:20:00+00:00,7.08647
2019-05-21 23:30:00+00:00,7.082783
2019-05-21 23:40:00+00:00,7.085953
2019-05-21 23:50:00+00:00,7.202412
2019-05-22 00:00:00+00:00,7.195385
2019-05-22 00:10:00+00:00,7.199255
2019-05-22 00:19:59+00:00,7.316286
2019-05-22 00:30:00+00:00,7.325874
2019-05-22 00:40:00+00:00,7.340826
2019-05-22 00:50:00+00:00,7.423155
2019-05-22 01:00:00+00:00,7.440371
2019-05-22 01:10:00+00:00,7.629353
2019-05-22 01:20:00+00:00,7.509861
2019-05-22 01:30:00+00:00,7.528158
2019-05-22 01:40:00+00:00,7.552027
2019-05-22 01:49:59+00:00,7.721045
2019-05-22 02:00:00+00:00,7.468452
2019-05-22 02:10:00+00:00,7.563787
2019-05-22 02:20:00+00:00,7.487282
2019-05-22 02:30:00+00:00,7.387966
2019-05-22 02:40:00+00:00,7.360813
