timestamp,surfaceTemperatureCelsius,downwardSolarRadiationWsqm,diffuseHorizontalRadiationWsqm,windSpeedKph,windDirectionDegrees,cloudCoveragePercent,precipitationPreviousHourMillimeters
2019-05-01 00:00:00+00:00,3.4,0.0,0.0,14.5,300,100,1.5
2019-05-01 01:00:00+00:00,2.9,0.0,0.0,12.4,320,100,1.34
2019-05-01 02:00:00+00:00,2.8,0.0,0.0,13.7,334,99,1.2
2019-05-01 03:00:00+00:00,2.7,4.0,3.0,15.0,341,100,1.04
2019-05-01 04:00:00+00:00,2.6,15.0,15.0,15.6,342,100,0.86
2019-05-01 05:00:00+00:00,2.6,37.0,36.0,16.0,344,99,0.64
2019-05-01 06:00:00+00:00,2.7,80.0,79.0,15.8,351,99,0.36
2019-05-01 07:00:00+00:00,2.4,131.0,131.0,13.8,355,97,0.25
2019-05-01 08:00:00+00:00,2.5,212.0,194.0,18.0,6,100,0.16
2019-05-01 09:00:00+00:00,2.4,352.0,247.0,22.3,12,91,0.0254
2019-05-01 10:00:00+00:00,2.2,473.0,220.0,25.2,10,61,0.0
2019-05-01 11:00:00+00:00,1.9,571.0,141.0,26.6,8,48,0.0
2019-05-01 12:00:00+00:00,1.6,598.0,119.0,26.3,7,65,0.0
2019-05-01 13:00:00+00:00,1.4,493.0,192.0,18.0,5,85,0.0
2019-05-01 14:00:00+00:00,1.2,369.0,246.0,17.8,10,95,0.0
2019-05-01 15:00:00+00:00,1.0,274.0,220.0,18.8,13,99,0.0
2019-05-01 16:00:00+00:00,0.8,190.0,165.0,19.9,15,98,0.0254
2019-05-01 17:00:00+00:00,0.6,121.0,115.0,20.4,19,99,0.0
2019-05-01 18:00:00+00:00,0.3,64.0,64.0,20.6,21,97,0.0254
2019-05-01 19:00:00+00:00,-0.2,22.0,22.0,21.3,27,98,0.0
2019-05-01 20:00:00+00:00,-0.3,0.0,0.0,22.3,25,98,0.0
2019-05-01 21:00:00+00:00,-0.2,0.0,0.0,23.2,21,98,0.0254
2019-05-01 22:00:00+00:00,0.0,0.0,0.0,24.1,16,99,0.0
2019-05-01 23:00:00+00:00,0.2,0.0,0.0,25.0,11,98,0.17
2019-05-02 00:00:00+00:00,0.3,0.0,0.0,25.7,9,99,0.0254
2019-05-02 01:00:00+00:00,0.4,0.0,0.0,24.8,21,98,0.0254
2019-05-02 02:00:00+00:00,0.4,0.0,0.0,22.7,23,99,0.0254
2019-05-02 03:00:00+00:00,0.5,12.0,12.0,20.1,28,99,0.15
2019-05-02 04:00:00+00:00,0.5,52.0,36.0,18.6,35,93,0.0
2019-05-02 05:00:00+00:00,0.6,121.0,64.0,18.0,40,84,0.0
2019-05-02 06:00:00+00:00,0.7,210.0,79.0,18.1,43,86,0.0254
2019-05-02 07:00:00+00:00,0.5,300.0,113.0,18.6,48,93,0.0254
2019-05-02 08:00:00+00:00,0.5,385.0,139.0,19.8,42,77,0.0254
2019-05-02 09:00:00+00:00,0.6,444.0,156.0,20.3,38,73,0.0254
2019-05-02 10:00:00+00:00,0.7,530.0,134.0,20.0,34,66,0.0254
2019-05-02 11:00:00+00:00,0.8,571.0,125.0,19.8,31,63,0.0
2019-05-02 12:00:00+00:00,0.9,591.0,89.0,19.8,27,57,0.0
2019-05-02 13:00:00+00:00,0.8,560.0,99.0,18.0,31,77,0.0
2019-05-02 14:00:00+00:00,0.9,472.0,148.0,19.2,30,67,0.0
2019-05-02 15:00:00+00:00,0.9,379.0,145.0,20.0,31,64,0.0
2019-05-02 16:00:00+00:00,0.8,275.0,134.0,20.0,38,65,0.0254
2019-05-02 17:00:00+00:00,0.7,182.0,102.0,20.5,46,59,0.0
2019-05-02 18:00:00+00:00,0.6,104.0,81.0,22.0,54,46,0.0
2019-05-02 19:00:00+00:00,0.2,36.0,36.0,21.5,62,48,0.0
2019-05-02 20:00:00+00:00,-0.3,0.0,0.0,23.4,63,46,0.0
2019-05-02 21:00:00+00:00,-1.1,0.0,0.0,23.4,63,27,0.0
2019-05-02 22:00:00+00:00,-1.8,0.0,0.0,22.0,60,12,0.0
2019-05-02 23:00:00+00:00,-2.2,0.0,0.0,21.1,57,6,0.0
2019-05-03 00:00:00+00:00,-2.1,0.0,0.0,19.8,54,14,0.0
2019-05-03 01:00:00+00:00,-1.7,0.0,0.0,18.3,52,39,0.0
2019-05-03 02:00:00+00:00,-1.7,0.0,0.0,16.8,43,67,0.0
2019-05-03 03:00:00+00:00,-1.5,23.0,21.0,17.7,32,72,0.0
2019-05-03 04:00:00+00:00,-1.0,93.0,38.0,20.0,26,57,0.0
2019-05-03 05:00:00+00:00,-1.1,199.0,69.0,21.8,23,29,0.0
2019-05-03 06:00:00+00:00,-0.9,314.0,82.0,23.7,26,26,0.0
2019-05-03 07:00:00+00:00,-0.8,425.0,88.0,25.1,33,23,0.0
2019-05-03 08:00:00+00:00,-0.5,520.0,84.0,25.4,35,22,0.0
2019-05-03 09:00:00+00:00,-0.2,602.0,87.0,23.6,35,19,0.0
2019-05-03 10:00:00+00:00,0.2,664.0,93.0,22.6,28,13,0.0
2019-05-03 11:00:00+00:00,0.5,688.0,88.0,22.0,21,16,0.0
2019-05-03 12:00:00+00:00,0.8,630.0,151.0,21.2,12,29,0.0
2019-05-03 13:00:00+00:00,0.8,500.0,215.0,23.7,358,58,0.0254
2019-05-03 14:00:00+00:00,0.8,231.0,212.0,24.0,1,100,0.16
2019-05-03 15:00:00+00:00,0.8,223.0,203.0,21.7,358,92,0.17
2019-05-03 16:00:00+00:00,0.9,240.0,169.0,14.0,339,66,0.0
2019-05-03 17:00:00+00:00,0.9,194.0,119.0,9.8,302,60,0.0
2019-05-03 18:00:00+00:00,1.0,67.0,67.0,10.1,273,87,0.28
2019-05-03 19:00:00+00:00,1.7,10.0,10.0,12.0,316,100,0.64
2019-05-03 20:00:00+00:00,2.0,0.0,0.0,22.9,350,100,0.79
2019-05-03 21:00:00+00:00,2.2,0.0,0.0,33.2,359,100,0.46
2019-05-03 22:00:00+00:00,1.8,0.0,0.0,34.1,359,99,0.14
2019-05-03 23:00:00+00:00,1.4,0.0,0.0,33.4,0,100,0.0254
2019-05-04 00:00:00+00:00,1.1,0.0,0.0,30.5,3,97,0.0
2019-05-04 01:00:00+00:00,0.8,0.0,0.0,22.5,11,97,0.0
2019-05-04 02:00:00+00:00,0.2,0.0,0.0,12.6,20,39,0.0
2019-05-04 03:00:00+00:00,-2.6,24.0,22.0,5.9,335,34,0.0
2019-05-04 04:00:00+00:00,0.0,43.0,38.0,10.9,312,96,0.31
2019-05-04 05:00:00+00:00,0.3,51.0,51.0,15.7,318,100,0.73
2019-05-04 06:00:00+00:00,0.7,71.0,70.0,22.4,334,98,0.78
2019-05-04 07:00:00+00:00,0.6,157.0,149.0,27.7,348,99,0.51
2019-05-04 08:00:00+00:00,0.4,238.0,205.0,29.0,354,99,0.33
2019-05-04 09:00:00+00:00,0.4,335.0,268.0,25.5,357,100,0.0254
2019-05-04 10:00:00+00:00,0.4,387.0,276.0,21.5,354,100,0.0254
2019-05-04 11:00:00+00:00,0.4,450.0,265.0,18.2,350,91,0.0254
2019-05-04 12:00:00+00:00,0.4,485.0,235.0,16.0,345,93,0.16
2019-05-04 13:00:00+00:00,0.4,461.0,232.0,12.6,334,91,0.0254
2019-05-04 14:00:00+00:00,0.6,477.0,175.0,11.2,329,68,0.0254
2019-05-04 15:00:00+00:00,0.5,365.0,184.0,11.3,327,91,0.14
2019-05-04 16:00:00+00:00,0.4,245.0,171.0,12.5,331,94,0.33
2019-05-04 17:00:00+00:00,0.3,148.0,127.0,13.1,335,98,0.34
2019-05-04 18:00:00+00:00,0.2,88.0,79.0,12.6,337,96,0.26
2019-05-04 19:00:00+00:00,-0.5,35.0,35.0,8.6,335,92,0.0254
2019-05-04 20:00:00+00:00,-0.8,0.0,0.0,4.7,322,87,0.0254
2019-05-04 21:00:00+00:00,-1.5,0.0,0.0,3.7,255,80,0.0
2019-05-04 22:00:00+00:00,-2.6,0.0,0.0,5.5,236,83,0.0254
2019-05-04 23:00:00+00:00,-3.9,0.0,0.0,6.4,227,87,0.0254
2019-05-05 00:00:00+00:00,-3.8,0.0,0.0,6.0,223,100,0.15
2019-05-05 01:00:00+00:00,-2.6,0.0,0.0,6.1,227,90,0.0254
2019-05-05 02:00:00+00:00,-1.6,0.0,0.0,3.7,215,94,0.23
2019-05-05 03:00:00+00:00,-1.1,21.0,19.0,2.3,142,93,0.19
2019-05-05 04:00:00+00:00,-0.7,65.0,35.0,4.4,93,97,0.16
2019-05-05 05:00:00+00:00,-0.5,130.0,62.0,7.2,76,95,0.0254
2019-05-05 06:00:00+00:00,-0.3,221.0,82.0,9.6,65,99,0.0
2019-05-05 07:00:00+00:00,0.2,334.0,123.0,11.7,48,94,0.14
2019-05-05 08:00:00+00:00,0.5,468.0,92.0,15.7,38,67,0.0254
2019-05-05 09:00:00+00:00,0.7,585.0,66.0,18.5,33,53,0.0254
2019-05-05 10:00:00+00:00,0.9,658.0,80.0,20.0,30,38,0.0254
2019-05-05 11:00:00+00:00,1.1,685.0,79.0,21.0,29,29,0.0
2019-05-05 12:00:00+00:00,1.2,677.0,73.0,21.5,27,22,0.0
2019-05-05 13:00:00+00:00,1.1,627.0,61.0,18.1,23,19,0.0
2019-05-05 14:00:00+00:00,1.2,546.0,77.0,20.1,28,24,0.0
2019-05-05 15:00:00+00:00,1.2,452.0,72.0,20.4,35,22,0.0
2019-05-05 16:00:00+00:00,1.2,349.0,68.0,18.9,40,18,0.0
2019-05-05 17:00:00+00:00,1.1,242.0,75.0,17.6,44,21,0.0
2019-05-05 18:00:00+00:00,0.7,141.0,66.0,16.6,45,15,0.0
2019-05-05 19:00:00+00:00,0.7,55.0,42.0,18.5,38,16,0.0
2019-05-05 20:00:00+00:00,0.4,0.0,0.0,20.0,41,24,0.0
2019-05-05 21:00:00+00:00,0.2,0.0,0.0,19.2,46,29,0.0
2019-05-05 22:00:00+00:00,-0.1,0.0,0.0,17.4,51,28,0.0
2019-05-05 23:00:00+00:00,-0.3,0.0,0.0,15.8,57,32,0.0
2019-05-06 00:00:00+00:00,-0.6,0.0,0.0,14.4,64,30,0.0
2019-05-06 01:00:00+00:00,-0.6,0.0,0.0,14.5,69,35,0.0
2019-05-06 02:00:00+00:00,-0.9,0.0,0.0,13.4,73,45,0.0
2019-05-06 03:00:00+00:00,-0.7,29.0,21.0,12.7,76,48,0.0
2019-05-06 04:00:00+00:00,-0.1,95.0,28.0,12.2,78,46,0.0
2019-05-06 05:00:00+00:00,0.4,182.0,40.0,11.6,81,46,0.0
2019-05-06 06:00:00+00:00,0.7,281.0,44.0,11.1,83,47,0.0254
2019-05-06 07:00:00+00:00,1.1,395.0,50.0,11.4,86,47,0.0
2019-05-06 08:00:00+00:00,1.4,510.0,63.0,11.4,71,45,0.0
2019-05-06 09:00:00+00:00,1.7,577.0,59.0,12.3,59,45,0.0
2019-05-06 10:00:00+00:00,2.1,618.0,87.0,12.8,53,46,0.0
2019-05-06 11:00:00+00:00,2.4,624.0,94.0,12.9,49,48,0.0
2019-05-06 12:00:00+00:00,2.7,641.0,64.0,12.8,45,29,0.0
2019-05-06 13:00:00+00:00,2.9,608.0,63.0,8.3,69,14,0.0
2019-05-06 14:00:00+00:00,3.1,538.0,81.0,7.4,60,24,0.0
2019-05-06 15:00:00+00:00,3.2,448.0,98.0,8.0,49,29,0.0
2019-05-06 16:00:00+00:00,3.3,331.0,110.0,9.9,46,41,0.0
2019-05-06 17:00:00+00:00,3.3,213.0,107.0,11.5,45,57,0.0254
2019-05-06 18:00:00+00:00,3.2,114.0,83.0,12.6,46,65,0.0
2019-05-06 19:00:00+00:00,3.0,42.0,41.0,14.2,51,72,0.0254
2019-05-06 20:00:00+00:00,2.8,1.0,1.0,13.4,59,89,0.0254
2019-05-06 21:00:00+00:00,2.7,0.0,0.0,12.9,67,92,0.0254
2019-05-06 22:00:00+00:00,2.5,0.0,0.0,13.0,72,95,0.0254
2019-05-06 23:00:00+00:00,2.3,0.0,0.0,13.3,78,93,0.0254
2019-05-07 00:00:00+00:00,2.2,0.0,0.0,14.0,84,96,0.0
2019-05-07 01:00:00+00:00,2.3,0.0,0.0,13.9,90,96,0.0
2019-05-07 02:00:00+00:00,1.6,0.0,0.0,14.3,93,88,0.0
2019-05-07 03:00:00+00:00,1.6,30.0,21.0,13.7,94,83,0.0
2019-05-07 04:00:00+00:00,2.2,85.0,48.0,13.1,92,83,0.0
2019-05-07 05:00:00+00:00,2.5,155.0,57.0,12.5,88,81,0.0
2019-05-07 06:00:00+00:00,2.9,247.0,77.0,11.8,80,82,0.0
2019-05-07 07:00:00+00:00,3.5,386.0,93.0,10.5,96,77,0.0
2019-05-07 08:00:00+00:00,3.7,492.0,87.0,10.6,84,84,0.0
2019-05-07 09:00:00+00:00,3.8,542.0,130.0,10.6,75,86,0.0
2019-05-07 10:00:00+00:00,4.0,547.0,196.0,10.5,69,88,0.0
2019-05-07 11:00:00+00:00,4.2,532.0,220.0,10.6,64,95,0.0254
2019-05-07 12:00:00+00:00,4.4,502.0,254.0,10.4,61,95,0.0
2019-05-07 13:00:00+00:00,4.6,457.0,255.0,11.1,73,98,0.0254
2019-05-07 14:00:00+00:00,4.7,405.0,252.0,11.4,58,98,0.0
2019-05-07 15:00:00+00:00,4.8,341.0,197.0,13.3,49,96,0.0
2019-05-07 16:00:00+00:00,4.8,245.0,180.0,14.1,52,95,0.0
2019-05-07 17:00:00+00:00,4.8,157.0,135.0,14.6,56,95,0.0254
2019-05-07 18:00:00+00:00,4.7,89.0,83.0,14.2,61,94,0.0254
2019-05-07 19:00:00+00:00,4.5,40.0,40.0,15.2,79,89,0.0
2019-05-07 20:00:00+00:00,3.7,4.0,3.0,14.4,83,87,0.0
2019-05-07 21:00:00+00:00,3.3,0.0,0.0,13.5,90,87,0.0
2019-05-07 22:00:00+00:00,3.2,0.0,0.0,11.9,93,84,0.0
2019-05-07 23:00:00+00:00,3.1,0.0,0.0,10.8,95,91,0.0
2019-05-08 00:00:00+00:00,2.9,0.0,0.0,9.8,97,94,0.0
2019-05-08 01:00:00+00:00,2.3,0.0,0.0,8.9,93,91,0.0
2019-05-08 02:00:00+00:00,1.8,0.0,0.0,6.8,94,89,0.0
2019-05-08 03:00:00+00:00,1.5,31.0,23.0,5.3,93,93,0.0
2019-05-08 04:00:00+00:00,2.7,82.0,49.0,3.9,104,95,0.0
2019-05-08 05:00:00+00:00,3.1,142.0,72.0,2.4,140,94,0.0254
2019-05-08 06:00:00+00:00,3.1,198.0,111.0,3.0,225,94,0.0254
2019-05-08 07:00:00+00:00,3.4,257.0,173.0,5.2,278,97,0.0254
2019-05-08 08:00:00+00:00,3.4,304.0,220.0,6.1,296,95,0.14
2019-05-08 09:00:00+00:00,3.4,373.0,257.0,7.3,304,88,0.2
2019-05-08 10:00:00+00:00,3.4,390.0,320.0,8.4,303,88,0.26
2019-05-08 11:00:00+00:00,3.5,384.0,327.0,9.6,300,91,0.21
2019-05-08 12:00:00+00:00,3.5,371.0,322.0,10.4,296,91,0.26
2019-05-08 13:00:00+00:00,3.7,330.0,286.0,9.6,305,94,0.65
2019-05-08 14:00:00+00:00,3.8,362.0,261.0,10.2,300,96,0.45
2019-05-08 15:00:00+00:00,3.8,353.0,200.0,10.9,300,88,0.35
2019-05-08 16:00:00+00:00,3.7,290.0,183.0,11.0,307,76,0.2
2019-05-08 17:00:00+00:00,3.6,210.0,135.0,10.5,312,64,0.15
2019-05-08 18:00:00+00:00,3.5,133.0,84.0,9.6,317,62,0.0254
2019-05-08 19:00:00+00:00,2.8,57.0,47.0,6.0,292,57,0.0
2019-05-08 20:00:00+00:00,1.8,6.0,6.0,4.6,280,59,0.0
2019-05-08 21:00:00+00:00,2.1,0.0,0.0,4.2,265,76,0.0
2019-05-08 22:00:00+00:00,2.5,0.0,0.0,4.4,254,80,0.0
2019-05-08 23:00:00+00:00,2.8,0.0,0.0,4.7,246,83,0.0
2019-05-09 00:00:00+00:00,3.0,0.0,0.0,5.5,240,87,0.0
2019-05-09 01:00:00+00:00,2.7,0.0,0.0,9.1,234,80,0.18
2019-05-09 02:00:00+00:00,2.7,1.0,1.0,10.3,234,74,0.29
2019-05-09 03:00:00+00:00,2.8,22.0,19.0,10.8,232,73,0.41
2019-05-09 04:00:00+00:00,2.9,61.0,52.0,12.2,225,68,0.49
2019-05-09 05:00:00+00:00,3.0,102.0,90.0,14.8,217,69,0.55
2019-05-09 06:00:00+00:00,3.1,130.0,127.0,17.8,210,81,0.36
2019-05-09 07:00:00+00:00,2.6,186.0,169.0,20.0,202,95,0.0254
2019-05-09 08:00:00+00:00,2.8,305.0,225.0,17.8,189,86,0.0254
2019-05-09 09:00:00+00:00,3.2,484.0,227.0,13.9,174,34,0.0
2019-05-09 10:00:00+00:00,3.6,634.0,123.0,10.3,158,14,0.0254
2019-05-09 11:00:00+00:00,4.0,683.0,81.0,8.6,138,0,0.0
2019-05-09 12:00:00+00:00,4.3,673.0,77.0,8.5,124,10,0.0
2019-05-09 13:00:00+00:00,5.1,628.0,100.0,7.9,131,26,0.0
2019-05-09 14:00:00+00:00,5.3,542.0,137.0,8.9,121,64,0.0
2019-05-09 15:00:00+00:00,5.4,434.0,120.0,9.9,112,75,0.0
2019-05-09 16:00:00+00:00,5.5,354.0,93.0,10.9,107,49,0.0
2019-05-09 17:00:00+00:00,5.4,252.0,109.0,12.3,105,60,0.0
2019-05-09 18:00:00+00:00,5.4,118.0,85.0,14.0,107,86,0.0254
2019-05-09 19:00:00+00:00,5.1,38.0,38.0,15.7,107,94,0.0254
2019-05-09 20:00:00+00:00,4.9,5.0,4.0,17.3,105,100,0.0254
2019-05-09 21:00:00+00:00,4.8,0.0,0.0,19.0,104,100,0.0254
2019-05-09 22:00:00+00:00,4.7,0.0,0.0,20.4,105,91,0.0
2019-05-09 23:00:00+00:00,4.6,0.0,0.0,21.5,106,84,0.0
2019-05-10 00:00:00+00:00,4.4,0.0,0.0,22.3,110,89,0.0
2019-05-10 01:00:00+00:00,4.4,0.0,0.0,22.1,106,98,0.0
2019-05-10 02:00:00+00:00,4.3,4.0,3.0,21.8,105,99,0.0
2019-05-10 03:00:00+00:00,4.3,21.0,20.0,21.3,104,98,0.0254
2019-05-10 04:00:00+00:00,4.5,51.0,48.0,20.7,104,100,0.0254
2019-05-10 05:00:00+00:00,4.7,89.0,86.0,20.2,106,95,0.0
2019-05-10 06:00:00+00:00,5.0,134.0,127.0,19.9,109,98,0.0254
2019-05-10 07:00:00+00:00,6.3,179.0,172.0,19.5,125,99,0.0254
2019-05-10 08:00:00+00:00,6.6,256.0,217.0,19.6,115,98,0.0
2019-05-10 09:00:00+00:00,7.1,379.0,264.0,20.9,112,98,0.0
2019-05-10 10:00:00+00:00,7.6,514.0,231.0,21.8,117,93,0.0
2019-05-10 11:00:00+00:00,7.8,578.0,214.0,22.9,121,89,0.0254
2019-05-10 12:00:00+00:00,8.0,555.0,209.0,23.5,125,92,0.0
2019-05-10 13:00:00+00:00,8.4,459.0,280.0,20.6,139,95,0.0254
2019-05-10 14:00:00+00:00,8.0,241.0,227.0,18.4,126,97,0.0254
2019-05-10 15:00:00+00:00,7.9,199.0,194.0,18.6,115,99,0.0254
2019-05-10 16:00:00+00:00,7.8,142.0,141.0,18.3,114,97,0.0254
2019-05-10 17:00:00+00:00,7.7,97.0,97.0,18.1,114,96,0.0254
2019-05-10 18:00:00+00:00,7.4,62.0,62.0,17.8,113,100,0.0254
2019-05-10 19:00:00+00:00,6.8,28.0,28.0,18.0,114,100,0.0254
2019-05-10 20:00:00+00:00,6.3,5.0,4.0,19.4,119,100,0.0254
2019-05-10 21:00:00+00:00,5.8,0.0,0.0,20.2,123,100,0.0254
2019-05-10 22:00:00+00:00,5.6,0.0,0.0,20.5,123,100,0.0254
2019-05-10 23:00:00+00:00,5.4,0.0,0.0,20.7,123,99,0.0254
2019-05-11 00:00:00+00:00,5.3,0.0,0.0,20.7,122,95,0.0254
2019-05-11 01:00:00+00:00,4.4,0.0,0.0,19.3,124,96,0.0254
2019-05-11 02:00:00+00:00,4.4,3.0,3.0,17.8,130,97,0.15
2019-05-11 03:00:00+00:00,4.5,22.0,21.0,15.7,143,93,0.15
2019-05-11 04:00:00+00:00,4.6,61.0,55.0,13.9,155,77,0.14
2019-05-11 05:00:00+00:00,4.8,113.0,95.0,13.2,165,83,0.0254
2019-05-11 06:00:00+00:00,5.2,177.0,146.0,12.4,168,87,0.0
2019-05-11 07:00:00+00:00,6.3,293.0,167.0,11.5,185,75,0.0
2019-05-11 08:00:00+00:00,6.4,272.0,223.0,10.3,187,88,0.0
2019-05-11 09:00:00+00:00,6.6,305.0,249.0,9.1,191,89,0.0254
2019-05-11 10:00:00+00:00,6.9,342.0,276.0,6.9,192,95,0.0
2019-05-11 11:00:00+00:00,7.1,372.0,314.0,4.4,197,93,0.0
2019-05-11 12:00:00+00:00,7.6,453.0,298.0,2.3,244,83,0.0
2019-05-11 13:00:00+00:00,7.6,543.0,206.0,6.9,318,62,0.0
2019-05-11 14:00:00+00:00,7.4,394.0,230.0,12.6,330,65,0.0254
2019-05-11 15:00:00+00:00,7.1,224.0,190.0,15.8,334,81,0.13
2019-05-11 16:00:00+00:00,6.5,124.0,123.0,15.9,323,85,0.38
2019-05-11 17:00:00+00:00,5.8,56.0,55.0,17.1,312,94,0.62
2019-05-11 18:00:00+00:00,5.2,20.0,20.0,19.4,303,98,0.79
2019-05-11 19:00:00+00:00,5.0,6.0,6.0,20.4,288,99,0.6
2019-05-11 20:00:00+00:00,4.7,1.0,1.0,19.6,294,99,0.74
2019-05-11 21:00:00+00:00,4.5,0.0,0.0,18.5,300,100,0.93
2019-05-11 22:00:00+00:00,4.3,0.0,0.0,19.2,309,100,0.76
2019-05-11 23:00:00+00:00,4.1,0.0,0.0,20.4,313,99,0.97
2019-05-12 00:00:00+00:00,3.8,0.0,0.0,21.6,314,99,1.06
2019-05-12 01:00:00+00:00,3.4,0.0,0.0,22.0,318,100,1.01
2019-05-12 02:00:00+00:00,3.2,1.0,1.0,21.4,321,100,0.75
2019-05-12 03:00:00+00:00,3.0,12.0,12.0,20.1,324,100,0.55
2019-05-12 04:00:00+00:00,3.0,25.0,24.0,19.8,324,100,0.76
2019-05-12 05:00:00+00:00,2.8,40.0,40.0,19.9,324,100,0.85
2019-05-12 06:00:00+00:00,2.8,56.0,56.0,20.4,323,100,0.83
2019-05-12 07:00:00+00:00,3.0,74.0,74.0,23.9,327,100,0.72
2019-05-12 08:00:00+00:00,2.9,116.0,115.0,23.7,326,100,0.6
2019-05-12 09:00:00+00:00,2.8,146.0,145.0,23.0,329,100,0.84
2019-05-12 10:00:00+00:00,2.7,161.0,161.0,22.7,325,100,0.78
2019-05-12 11:00:00+00:00,2.6,182.0,180.0,22.6,321,100,0.77
2019-05-12 12:00:00+00:00,2.6,185.0,183.0,22.0,318,100,0.73
2019-05-12 13:00:00+00:00,2.2,159.0,159.0,21.3,317,100,0.72
2019-05-12 14:00:00+00:00,2.3,135.0,135.0,21.7,315,100,0.83
2019-05-12 15:00:00+00:00,2.4,97.0,96.0,22.7,315,100,0.96
2019-05-12 16:00:00+00:00,2.6,78.0,78.0,24.3,316,100,0.95
2019-05-12 17:00:00+00:00,2.7,53.0,53.0,25.5,316,100,0.83
2019-05-12 18:00:00+00:00,2.8,32.0,32.0,26.6,316,100,0.86
2019-05-12 19:00:00+00:00,2.2,15.0,15.0,24.6,318,100,0.86
2019-05-12 20:00:00+00:00,2.3,3.0,3.0,25.8,313,100,0.74
2019-05-12 21:00:00+00:00,2.6,0.0,0.0,26.1,311,100,0.65
2019-05-12 22:00:00+00:00,2.7,0.0,0.0,26.3,307,100,0.67
2019-05-12 23:00:00+00:00,2.8,0.0,0.0,26.2,304,100,0.59
2019-05-13 00:00:00+00:00,2.8,0.0,0.0,24.3,299,100,0.46
2019-05-13 01:00:00+00:00,2.8,0.0,0.0,23.8,284,100,0.28
2019-05-13 02:00:00+00:00,3.0,3.0,3.0,22.7,280,100,0.28
2019-05-13 03:00:00+00:00,3.1,18.0,17.0,24.4,278,100,0.28
2019-05-13 04:00:00+00:00,3.2,40.0,40.0,26.6,277,100,0.25
2019-05-13 05:00:00+00:00,3.3,68.0,68.0,27.6,274,100,0.14
2019-05-13 06:00:00+00:00,3.4,119.0,118.0,28.8,270,100,0.14
2019-05-13 07:00:00+00:00,3.1,176.0,173.0,26.4,259,100,0.0254
2019-05-13 08:00:00+00:00,3.2,189.0,186.0,29.6,253,100,0.19
2019-05-13 09:00:00+00:00,3.2,230.0,224.0,33.8,250,100,0.0254
2019-05-13 10:00:00+00:00,3.3,323.0,286.0,34.8,245,100,0.13
2019-05-13 11:00:00+00:00,3.4,370.0,315.0,35.0,241,100,0.2
2019-05-13 12:00:00+00:00,3.6,319.0,304.0,34.6,244,99,0.43
2019-05-13 13:00:00+00:00,3.4,218.0,215.0,29.7,249,100,0.6
2019-05-13 14:00:00+00:00,3.5,170.0,169.0,28.3,256,99,0.58
2019-05-13 15:00:00+00:00,3.5,188.0,186.0,28.4,259,100,0.42
2019-05-13 16:00:00+00:00,3.5,160.0,157.0,27.9,259,99,0.26
2019-05-13 17:00:00+00:00,3.6,113.0,113.0,27.4,258,95,0.32
2019-05-13 18:00:00+00:00,3.6,62.0,62.0,28.9,256,97,0.26
2019-05-13 19:00:00+00:00,3.3,29.0,29.0,29.8,253,99,0.26
2019-05-13 20:00:00+00:00,3.3,8.0,8.0,31.0,251,98,0.32
2019-05-13 21:00:00+00:00,3.3,0.0,0.0,32.2,250,99,0.36
2019-05-13 22:00:00+00:00,3.4,0.0,0.0,32.7,250,99,0.27
2019-05-13 23:00:00+00:00,3.4,0.0,0.0,33.7,251,100,0.43
2019-05-14 00:00:00+00:00,3.5,0.0,0.0,34.7,253,99,0.53
2019-05-14 01:00:00+00:00,3.3,0.0,0.0,39.8,257,100,0.4
2019-05-14 02:00:00+00:00,3.3,2.0,2.0,39.9,259,100,0.38
2019-05-14 03:00:00+00:00,3.2,15.0,14.0,37.9,259,100,0.33
2019-05-14 04:00:00+00:00,3.2,38.0,38.0,34.8,258,100,0.31
2019-05-14 05:00:00+00:00,3.2,69.0,68.0,32.0,257,100,0.22
2019-05-14 06:00:00+00:00,3.2,116.0,115.0,29.2,256,100,0.22
2019-05-14 07:00:00+00:00,3.5,186.0,173.0,16.2,249,100,0.0254
2019-05-14 08:00:00+00:00,3.6,337.0,223.0,14.6,241,95,0.0254
2019-05-14 09:00:00+00:00,3.8,506.0,186.0,13.1,236,87,0.0
2019-05-14 10:00:00+00:00,4.0,506.0,262.0,11.6,234,91,0.0
2019-05-14 11:00:00+00:00,4.2,452.0,305.0,9.9,234,98,0.0
2019-05-14 12:00:00+00:00,4.3,370.0,303.0,7.9,237,97,0.0
2019-05-14 13:00:00+00:00,4.3,292.0,281.0,4.8,247,98,0.0
2019-05-14 14:00:00+00:00,4.2,228.0,224.0,4.6,248,99,0.0254
2019-05-14 15:00:00+00:00,4.2,189.0,186.0,4.1,270,99,0.0254
2019-05-14 16:00:00+00:00,4.1,144.0,143.0,4.6,301,100,0.0
2019-05-14 17:00:00+00:00,4.0,100.0,99.0,5.3,324,97,0.0254
2019-05-14 18:00:00+00:00,3.8,69.0,69.0,5.7,343,93,0.0
2019-05-14 19:00:00+00:00,3.6,40.0,40.0,7.4,343,93,0.0
2019-05-14 20:00:00+00:00,3.4,14.0,14.0,7.4,355,81,0.0
2019-05-14 21:00:00+00:00,3.2,0.0,0.0,6.3,11,64,0.0
2019-05-14 22:00:00+00:00,2.9,0.0,0.0,5.0,30,38,0.0
2019-05-14 23:00:00+00:00,2.4,0.0,0.0,4.0,57,28,0.0
